order_id,customer_id,restaurant_name,city,order_amount,delivery_time,rating,payment_method,order_date,delivery_partner_age,distance_km
4647,2179,Biryani House , Delhi,648.67,128,4.5,CARD ,2024-02-11,16,1.52
4648,4243,FOOD EXPRESS,HYDERABAD,521.18,40,3.9,Card,2024-01-27,24,11.49
4649,3894, Biryani House, Chennai,591.68,94,4.2,cash ,2024-03-24,51,49.98
4650,2064,spice hub,Delhi ,841.32,65,2.6, upi,2024-03-15,31,44.2
4651,4134,pizza point,CHENNAI,645.5,138,5.7,Cash ,2024-02-08,30,11.18
4652,3070,BIRYANI HOUSE,mumbai,549.61,32,2.9, Card,2024-06-29,25,7.29
4653,1359,biryani house, Pune,38.91,66,0.7,CARD,2024-04-16,52,18.68
4654,4146,cafe delight,Pune ,304.04,11,4.1,CARD,2024-02-04,31,28.91
4655,3607,CAFE DELIGHT,chennai,398.83,59,0.8, Cash,2024-04-15,53,2.82
4656,3719, Cafe Delight,KOLKATA,5.72,109,1.9,upi,2024-04-26,63,50.74
4657,3041,BURGER TOWN,bangalore,222.68,97,1.4,card,2024-01-21,51,31.26
4658,4896, Food Express, Pune,432.89,77,3.2, upi,2024-05-14,30,55.17
4659,2141,BIRYANI HOUSE,CHENNAI,473.57,7,2.1, cash ,2024-05-17,18,19.54
4660,2635,biryani house,Pune ,626.45,97,1.0,UPI ,2024-06-03,34,2.93
4661,2403,cafe delight,DELHI,448.68,6,4.7,CARD ,2024-06-13,56,52.28
4662,2943,Pizza Point,DELHI,562.01,10,2.8,UPI,2024-02-10,52,8.98
4663,1678, Food Express,Bangalore,395.55,143,2.7,CARD ,2024-04-14,63,20.14
4664,4361,burger town,Bangalore,510.5,135,5.3,CARD ,2024-05-02,18,27.86
4665,3487,burger town,chennai,612.74,42,3.2, cash ,2024-01-16,23,29.52
4666,4739, Cafe Delight,CHENNAI,868.16,21,4.3,cash  ,2024-01-23,39,1.41
4667,3980, Spice Hub, Hyderabad,371.34,84,2.0,Card ,2024-02-23,29,31.6
4668,1006,BIRYANI HOUSE,Mumbai,536.05,127,3.4,cash  ,2024-04-20,50,4.62
4669,4267,burger town, Delhi,717.28,6,4.4,UPI ,2024-01-17,31,19.61
4670,3468,Cafe Delight,MUMBAI,140.1,130,1.8,cash ,2024-05-29,22,58.53
4671,2591,SPICE HUB,Mumbai ,999.46,148,4.1, CARD ,2024-01-24,56,16.82
4672,1832,PIZZA POINT,pune,794.76,109,3.4,upi,2024-04-15,50,48.77
4673,4264,food express,Chennai,72.13,95,2.6, CARD ,2024-04-09,23,30.62
4674,3606,Burger Town , Kolkata,592.85,33,4.3,upi,2024-04-22,27,12.14
4675,4219,Spice Hub,hyderabad,358.89,60,1.9,card,2024-02-26,64,43.32
4676,2810, Pizza Point, Kolkata,400.66,30,4.3,cash ,2024-02-17,61,33.31
4677,4740,Spice Hub ,Mumbai ,587.63,139,3.3,UPI ,2024-02-06,31,31.98
4678,4273,Burger Town,BANGALORE,762.6,92,1.5,Cash ,2024-01-31,19,1.79
4679,4515,cafe delight,KOLKATA,383.53,51,4.0,CARD ,2024-06-28,50,20.03
4680,1913,BIRYANI HOUSE,Kolkata,386.89,113,5.3, Card,2024-06-13,60,44.08
4681,3011,PIZZA POINT,Mumbai ,593.04,4,1.9,CASH ,2024-04-27,56,47.77
4682,2442,Spice Hub ,Delhi,642.99,8,4.9,CARD ,2024-06-15,60,48.89
4683,2450,pizza point,hyderabad,248.22,31,2.0,Card,2024-04-24,47,2.24
4684,4054,Food Express ,Bangalore ,930.92,9,4.9,card ,2024-03-30,27,9.76
4685,2502,Cafe Delight,Bangalore,339.17,36,0.3,card,2024-05-30,36,59.13
4686,4546,Food Express,Bangalore,741.17,140,0.0, Cash,2024-03-11,30,9.33
4687,1125, Biryani House,kolkata,612.93,114,0.7,cash  ,2024-01-18,50,12.78
4688,3442,Spice Hub,Kolkata,651.58,59,5.2,card ,2024-03-17,18,48.16
4689,1816,Cafe Delight ,BANGALORE,344.01,29,3.2,UPI ,2024-03-08,17,23.61
4690,3928,Spice Hub ,delhi,69.04,41,3.6, upi,2024-05-04,21,6.98
4691,2829,Spice Hub ,Chennai,494.65,121,5.1,cash  ,2024-05-02,31,7.51
4692,1575,spice hub,bangalore,495.68,149,0.3, Cash,2024-02-15,38,5.03
4693,3372,Food Express,bangalore,260.49,102,2.3,CASH,2024-01-07,46,10.84
4694,2415,BURGER TOWN,delhi,729.49,11,3.9,CARD ,2024-03-12,56,29.82
4695,1929,BURGER TOWN,Hyderabad ,487.12,149,2.4,upi,2024-03-28,45,0.9
4696,4759, Food Express,bangalore,297.73,4,0.2,cash ,2024-02-27,18,7.03
4697,4699, Cafe Delight,pune,646.27,94,3.9,UPI,2024-02-27,31,54.43
4698,2463,Food Express, Pune,652.91,61,2.3,upi,2024-04-23,19,52.59
4699,4275,BURGER TOWN,CHENNAI,320.91,73,0.1,cash ,2024-04-09,61,49.98
4700,4557,pizza point,Mumbai,808.35,72,1.0,CASH ,2024-05-30,51,42.38
4701,1832,spice hub,Pune,1060.81,27,1.3,card ,2024-04-26,43,39.69
4702,2054, Biryani House,delhi,227.49,72,3.1,cash ,2024-06-02,43,16.53
4703,4459,spice hub,MUMBAI,454.08,148,1.1,upi,2024-01-26,18,20.1
4704,2648,BIRYANI HOUSE,Chennai,584.25,65,2.2,cash,2024-06-27,41,14.15
4705,2900,Pizza Point ,bangalore,1070.07,51,4.5,Cash ,2024-04-21,54,58.82
4706,2457,Burger Town,HYDERABAD,316.56,125,4.8,card,2024-02-05,28,38.06
4707,3884,PIZZA POINT, Mumbai,265.1,126,4.8,Card,2024-04-27,22,57.95
4708,3973, Food Express,PUNE,263.4,42,4.2,UPI,2024-04-12,28,16.31
4709,2399,pizza point,Mumbai ,805.36,87,3.3, CARD ,2024-02-08,19,37.27
4710,4415,Burger Town , Hyderabad,323.04,89,3.3,CARD ,2024-03-10,31,45.54
4711,1442,biryani house,MUMBAI,287.47,82,5.7,cash  ,2024-03-03,43,5.68
4712,4650, Burger Town,Delhi,557.74,6,5.3, UPI,2024-05-27,62,40.02
4713,3122, Biryani House,CHENNAI,577.06,36,3.9,Cash,2024-04-14,28,10.14
4714,1556,Biryani House ,hyderabad,767.76,7,2.8,CASH,2024-06-17,57,19.68
4715,4843,FOOD EXPRESS,chennai,522.98,105,4.4, cash ,2024-01-13,25,42.97
4716,4737, Spice Hub,CHENNAI,562.23,36,0.4,UPI,2024-04-12,20,26.4
4717,2178,Burger Town,BANGALORE,473.68,8,5.7,cash ,2024-02-26,51,55.27
4718,4501,Food Express ,Bangalore,173.92,31,3.3, Card,2024-01-10,34,14.47
4719,3037,Spice Hub, Bangalore,450.1,55,3.0, upi,2024-01-10,45,9.23
4720,1362,PIZZA POINT,Delhi ,515.71,3,1.7,UPI,2024-04-29,62,20.23
4721,3495,biryani house,Pune,389.04,61,0.0,Card,2024-05-30,56,51.12
4722,2257,Biryani House,chennai,108.89,9,0.4,CARD,2024-05-15,63,50.85
4723,4634,Biryani House,Bangalore,216.25,80,1.6, Card,2024-02-14,43,22.16
4724,2841,food express, Delhi,490.15,53,3.2, Card,2024-02-23,46,48.59
4725,3309,Cafe Delight,KOLKATA,733.19,149,0.5,UPI,2024-02-25,51,4.67
4726,2850,Food Express ,BANGALORE,920.57,29,5.8,CARD ,2024-06-12,58,0.46
4727,3172, Pizza Point,bangalore,454.04,65,2.5,cash  ,2024-05-22,64,51.89
4728,1910,Biryani House , Kolkata,320.78,63,1.9,UPI,2024-05-28,16,52.44
4729,1244,PIZZA POINT,Kolkata,406.87,63,3.2,upi,2024-01-20,24,8.6
4730,1541,Pizza Point, Pune,238.4,128,0.4, cash ,2024-05-01,27,17.86
4731,3532,Pizza Point , Mumbai,696.94,47,5.1, UPI,2024-05-08,38,51.04
4732,3169,cafe delight,Mumbai ,1034.4,131,2.8,CARD ,2024-05-05,27,5.03
4733,3172, Food Express,Pune,326.87,97,1.1,Cash ,2024-02-22,57,51.79
4734,2572,biryani house, Hyderabad,201.99,93,1.0,CARD  ,2024-06-19,24,34.48
4735,3217,Cafe Delight ,mumbai,751.62,46,2.2,UPI,2024-06-09,41,39.44
4736,1123, Cafe Delight,HYDERABAD,579.51,64,3.4,UPI ,2024-04-03,45,35.69
4737,4940,FOOD EXPRESS,Hyderabad,583.73,63,2.5,UPI,2024-04-17,35,34.95
4738,4106, Food Express,pune,897.04,81,3.6,CASH,2024-02-26,31,11.1
4739,4158,BURGER TOWN,Pune,158.38,91,4.2,UPI,2024-06-08,28,14.16
4740,3693,Spice Hub,KOLKATA,151.4,114,4.5,cash  ,2024-02-17,50,34.8
4741,2731,CAFE DELIGHT, Pune,459.57,113,2.4,CARD ,2024-01-20,19,24.08
4742,1785,biryani house, Bangalore,515.85,52,4.3,CASH ,2024-01-28,40,32.48
4743,3043,Cafe Delight ,kolkata,411.26,43,0.8,cash ,2024-05-08,28,15.2
4744,3248,pizza point, Pune,1115.19,35,3.1,upi ,2024-04-26,43,27.83
4745,3416,Spice Hub ,Bangalore,422.44,14,0.4,CASH,2024-05-21,60,8.6
4746,1796,CAFE DELIGHT, Mumbai,362.32,4,1.5,Cash ,2024-01-27,27,2.3
4747,1076,CAFE DELIGHT,Delhi ,531.09,109,3.5,CARD  ,2024-04-08,39,57.07
4748,1058,food express,Bangalore ,742.72,144,4.4,cash,2024-02-06,43,43.38
4749,3478,Spice Hub,Delhi ,318.64,36,0.6,CARD,2024-04-08,16,29.88
4750,3685,Cafe Delight , Pune,463.25,87,1.2,cash ,2024-06-13,49,33.06
4751,2523,pizza point,hyderabad,749.82,87,6.0,upi ,2024-05-26,18,30.67
4752,2936, Pizza Point,Delhi ,763.7,52,2.0, UPI,2024-05-14,37,53.93
4753,3156,Cafe Delight,Chennai,554.41,144,1.7, Cash,2024-05-02,36,46.42
4754,4807,Food Express,Hyderabad ,1104.6,108,0.5,UPI,2024-04-22,42,19.51
4755,4055,PIZZA POINT,Mumbai,995.16,48,4.2, CARD ,2024-02-26,36,13.09
4756,2301,Food Express , Chennai,148.47,120,3.0,Cash ,2024-03-25,37,3.99
4757,1067,Pizza Point,Mumbai,77.01,7,0.9,cash ,2024-06-21,28,8.87
4758,4140,Spice Hub,pune,698.93,68,3.8,cash ,2024-01-30,59,29.4
4759,4236,BIRYANI HOUSE,Chennai ,841.34,72,3.2,CASH,2024-01-13,31,12.15
4760,4560,Cafe Delight,Bangalore,443.81,110,3.4,upi,2024-03-31,61,18.74
4761,3352,BIRYANI HOUSE, Hyderabad,374.45,4,6.0,CARD ,2024-06-24,39,8.0
4762,2932,Burger Town ,DELHI,294.93,31,0.2,upi,2024-06-12,61,55.37
4763,3721,Cafe Delight ,Bangalore,208.0,63,5.5, UPI,2024-06-08,32,2.02
4764,1364,cafe delight,KOLKATA,784.09,102,5.1,upi,2024-04-28,20,21.11
4765,4925,PIZZA POINT,Kolkata ,404.68,130,2.5,upi,2024-02-24,53,15.49
4766,1820,Pizza Point ,Pune ,575.45,146,5.3,upi,2024-03-17,57,0.5
4767,2402,food express,chennai,43.55,99,3.9,CARD,2024-03-17,42,55.72
4768,3390, Food Express,pune,750.57,99,5.3,cash,2024-04-15,56,18.82
4769,1946,cafe delight, Kolkata,646.94,16,3.6,Cash ,2024-05-13,47,30.14
4770,3946,SPICE HUB,hyderabad,163.83,45,1.3,card ,2024-03-28,41,34.96
4771,2577,Cafe Delight ,Kolkata,564.76,72,3.5,Card ,2024-01-01,22,36.63
4772,2377,BURGER TOWN,mumbai,501.19,57,1.1,Cash,2024-01-10,51,27.62
4773,2439,Biryani House,bangalore,387.46,33,0.8,CASH ,2024-06-07,22,35.63
4774,4180, Burger Town,Pune ,-225.73,78,3.9, cash ,2024-03-16,58,45.11
4775,4634,Biryani House,Chennai ,334.92,54,5.7,Card ,2024-04-24,42,57.13
4776,1761,Spice Hub,DELHI,575.61,130,3.5, UPI,2024-06-06,53,39.42
4777,4568,biryani house,CHENNAI,362.86,9,4.8,UPI ,2024-06-22,63,27.73
4778,1340,biryani house,Pune,444.58,102,1.0, CARD ,2024-03-07,63,26.68
4779,3989,Biryani House,KOLKATA,874.19,138,3.9,upi,2024-04-26,39,42.59
4780,1382,Pizza Point ,kolkata,480.62,135,4.4,upi,2024-06-19,39,37.62
4781,2003,Biryani House ,delhi,-24.2,63,0.2, CARD ,2024-05-31,60,25.22
4782,2556,Cafe Delight ,Bangalore ,453.79,106,0.6,card ,2024-02-11,59,20.15
4783,1299,BIRYANI HOUSE,pune,524.85,9,4.7,card ,2024-05-29,44,59.59
4784,1138, Cafe Delight,HYDERABAD,293.66,85,2.6, CARD ,2024-02-29,42,46.01
4785,1358, Food Express,Bangalore,683.69,97,2.4,CARD  ,2024-06-14,49,12.41
4786,1835, Biryani House,pune,134.44,29,5.5,Cash ,2024-04-12,36,17.53
4787,2522, Food Express,chennai,465.56,126,6.0,CASH,2024-06-15,60,53.62
4788,4456,burger town,pune,131.56,89,4.6,card,2024-01-26,16,39.65
4789,2627,cafe delight,delhi,426.08,72,4.8,CARD  ,2024-04-09,25,18.65
4790,2982, Biryani House,bangalore,677.03,116,1.2,UPI,2024-04-15,45,21.85
4791,2303,Burger Town ,HYDERABAD,459.58,78,1.2,CARD  ,2024-02-09,43,22.73
4792,4708,Cafe Delight,PUNE,444.99,116,5.9,upi,2024-06-28,57,11.18
4793,3530,food express, Hyderabad,506.94,5,4.2,cash,2024-06-05,45,30.67
4794,1908, Biryani House,hyderabad,519.44,101,4.1,cash,2024-01-11,43,45.93
4795,2134,spice hub,Chennai ,673.44,126,1.7, cash ,2024-05-19,44,33.84
4796,3913,CAFE DELIGHT,Delhi,674.95,47,5.3, Cash,2024-04-23,46,39.36
4797,3186,Spice Hub ,KOLKATA,855.42,128,0.3,cash,2024-05-26,58,35.72
4798,1995,Biryani House,Bangalore ,541.9,70,1.6,UPI ,2024-02-03,56,3.53
4799,3482,SPICE HUB,DELHI,84.82,33,1.1,Card,2024-05-25,19,11.28
4800,3556,CAFE DELIGHT,KOLKATA,714.49,108,4.3, CARD ,2024-04-10,64,21.02
4801,3320,Spice Hub ,Mumbai,837.46,40,4.3, upi,2024-05-18,34,53.35
4802,4170,Burger Town,chennai,1115.42,136,3.2,cash ,2024-04-08,25,20.92
4803,4835,PIZZA POINT,KOLKATA,862.93,10,0.0,UPI ,2024-02-29,60,19.63
4804,4921,PIZZA POINT, Mumbai,377.43,30,5.2,CASH ,2024-06-14,46,4.84
4805,3151, Pizza Point,CHENNAI,546.8,17,5.7,upi,2024-04-19,49,58.32
4806,2237,spice hub,Mumbai,432.34,10,1.2,cash ,2024-05-05,56,46.71
4807,2784,Burger Town ,delhi,398.37,56,5.1,CASH ,2024-04-25,54,45.96
4808,4735,Biryani House,Kolkata ,471.63,136,5.8,upi ,2024-04-19,57,23.02
4809,3809,PIZZA POINT, Hyderabad,821.44,31,2.0,Cash,2024-02-29,59,4.7
4810,3834,burger town,Delhi,102.71,117,1.1,Card,2024-06-08,46,15.81
4811,1164, Food Express,Bangalore,249.36,36,5.9,UPI ,2024-04-06,26,51.17
4812,1998,Spice Hub,hyderabad,804.87,9,0.4, Cash,2024-04-08,51,10.82
4813,4924,CAFE DELIGHT,Kolkata ,863.42,42,1.7,cash  ,2024-02-28,59,53.65
4814,3567,Spice Hub, Delhi,335.13,76,4.5,cash,2024-04-05,59,32.15
4815,2307, Biryani House,chennai,912.69,143,3.7,upi ,2024-02-02,47,42.87
4816,3564,CAFE DELIGHT,HYDERABAD,743.97,64,4.1,card ,2024-05-01,38,27.22
4817,1656, Cafe Delight,Pune,433.06,88,4.2,cash  ,2024-03-02,55,55.94
4818,3660, Pizza Point,hyderabad,-108.82,118,4.1,card ,2024-04-13,61,14.38
4819,3211,Biryani House ,pune,83.0,67,2.1,upi ,2024-01-03,54,34.35
4820,2909,burger town,Chennai,335.46,43,1.9,Card ,2024-01-05,18,4.15
4821,4730, Cafe Delight, Pune,689.98,125,2.6,UPI,2024-04-25,43,28.83
4822,3046, Biryani House,Mumbai ,690.78,118,4.8,upi,2024-04-02,40,58.36
4823,3111,BURGER TOWN,Delhi,383.39,68,5.6, UPI,2024-04-04,43,5.29
4824,4162,Spice Hub ,Kolkata ,442.18,118,2.7,CARD  ,2024-01-03,34,30.4
4825,2140,Food Express ,hyderabad,491.88,141,0.5,CASH,2024-03-06,61,36.14
4826,2889, Biryani House,Pune ,445.32,103,5.6,cash  ,2024-01-03,34,55.9
4827,1266, Burger Town,mumbai,540.91,52,0.5,card,2024-06-15,57,17.84
4828,2845,Pizza Point ,Delhi ,492.49,73,1.0,UPI,2024-05-23,59,30.18
4829,2708, Spice Hub,chennai,81.44,82,5.2, UPI,2024-03-11,44,59.23
4830,4630,FOOD EXPRESS,Hyderabad ,448.11,81,3.3,upi ,2024-01-30,34,46.14
4831,4211,Food Express,DELHI,494.35,22,2.1,card ,2024-02-20,33,48.62
4832,3293,Burger Town,hyderabad,747.45,125,5.6,upi,2024-05-10,60,46.83
4833,4732,CAFE DELIGHT, Kolkata,292.17,39,5.8, Cash,2024-02-29,64,30.91
4834,4829,Cafe Delight, Hyderabad,550.98,5,2.0,UPI,2024-05-08,39,26.06
4835,3442,Food Express ,Delhi,640.71,95,5.2, upi,2024-05-26,53,15.29
4836,2510,spice hub,bangalore,462.91,103,4.1,Cash,2024-01-14,31,27.96
4837,1475,Cafe Delight ,Chennai ,61.3,34,1.6, Card,2024-01-26,33,1.23
4838,4588,Cafe Delight, Kolkata,752.52,50,5.6,card ,2024-01-17,56,5.83
4839,1976,Cafe Delight ,Hyderabad,686.79,48,0.4,UPI,2024-04-27,28,17.24
4840,2207, Burger Town,HYDERABAD,557.19,116,1.9, CARD ,2024-03-22,19,20.02
4841,2043,Cafe Delight,Bangalore ,510.08,97,2.4,cash  ,2024-02-08,28,42.45
4842,2960,Spice Hub ,Kolkata ,54.64,49,4.1,Cash,2024-05-19,50,10.3
4843,1557,Burger Town,Pune,693.66,42,0.2,CARD  ,2024-06-14,19,47.75
4844,2017,pizza point,bangalore,871.6,133,5.3, Card,2024-02-03,34,48.05
4845,4595,Burger Town ,DELHI,221.56,118,4.0,cash ,2024-01-02,39,35.22
4846,2605,Biryani House,BANGALORE,836.25,93,1.7,CASH,2024-06-13,48,29.49
4847,4600,Cafe Delight ,Delhi,782.86,60,4.0,CARD ,2024-04-30,48,28.04
4848,1882, Pizza Point,pune,214.2,12,3.2,UPI ,2024-06-01,24,25.23
4849,3194,Cafe Delight,delhi,401.46,63,2.0,CASH,2024-01-04,18,5.31
4850,1665,Biryani House, Pune,151.14,113,0.2, Card,2024-05-07,18,39.33
4851,4375, Pizza Point,Kolkata ,483.72,123,3.3,cash,2024-05-03,45,34.64
4852,3667, Burger Town,Mumbai ,612.08,63,0.5,Cash ,2024-06-13,33,0.95
4853,2771,Spice Hub ,Hyderabad ,169.88,8,4.9, UPI,2024-05-28,17,12.16
4854,3867, Pizza Point,Chennai,596.45,77,0.5,UPI,2024-06-17,47,26.18
4855,1863,Pizza Point,MUMBAI,659.78,117,2.6, upi,2024-05-08,58,54.08
4856,1581,Spice Hub,KOLKATA,663.37,33,2.6,Card ,2024-05-17,24,59.42
4857,4070,cafe delight,delhi,613.63,125,3.3, Card,2024-06-23,17,45.08
4858,1694,pizza point,CHENNAI,192.88,69,0.2,upi,2024-04-12,35,44.96
4859,4833,BURGER TOWN, Chennai,469.63,15,1.2,cash  ,2024-02-01,42,24.92
4860,2251,spice hub, Hyderabad,588.09,61,1.2,CARD  ,2024-05-12,51,34.26
4861,4173, Pizza Point,delhi,865.26,56,3.6,cash ,2024-02-14,56,13.97
4862,2610,food express,Kolkata,500.62,106,1.6,cash ,2024-04-05,61,44.29
4863,4488,Spice Hub ,Bangalore,606.39,23,0.9, UPI,2024-04-16,34,3.59
4864,2239,pizza point,chennai,266.99,45,0.1, cash ,2024-06-29,31,25.03
4865,3454,Spice Hub, Bangalore,211.28,13,5.0, Cash,2024-01-18,41,49.88
4866,1398, Pizza Point, Kolkata,179.23,111,5.8,UPI ,2024-04-16,29,58.79
4867,2946,SPICE HUB,KOLKATA,394.93,69,4.2,CARD ,2024-04-19,62,41.79
4868,1714, Burger Town,Bangalore,1015.51,97,2.5,CARD ,2024-03-07,33,11.84
4869,1703,PIZZA POINT,chennai,399.48,108,0.7,card ,2024-01-11,43,34.26
4870,3808,Biryani House, Mumbai,591.16,53,2.9,cash  ,2024-02-13,62,33.63
4871,3546,spice hub,Chennai ,639.27,48,2.7,upi ,2024-05-21,34,57.95
4872,4825,Burger Town ,Delhi,227.12,45,2.5, Cash,2024-06-13,45,50.41
4873,4536,cafe delight,delhi,391.22,29,2.3, Card,2024-01-01,56,2.94
4874,2714,Biryani House ,Pune ,656.1,87,3.0,Card,2024-02-03,36,13.21
4875,2972, Cafe Delight,kolkata,607.08,96,0.4, CARD ,2024-05-23,36,50.52
4876,4021,SPICE HUB,hyderabad,1.5,129,0.2,upi ,2024-01-07,63,58.35
4877,4802,SPICE HUB,Delhi,648.6,12,0.4,card,2024-02-07,45,17.68
4878,1081,Biryani House ,PUNE,362.25,133,1.2, cash ,2024-02-13,64,41.44
4879,1603,Biryani House,delhi,368.8,62,1.7,card ,2024-02-15,57,18.47
4880,2970,Biryani House,MUMBAI,601.22,29,1.0,card ,2024-06-22,52,2.47
4881,2710,biryani house,Hyderabad,880.73,125,1.5,CASH ,2024-03-18,56,49.77
4882,3046,SPICE HUB,Delhi ,449.89,64,1.1,cash ,2024-03-16,61,44.33
4883,4822,Cafe Delight ,bangalore,794.76,48,0.9,UPI,2024-04-09,47,3.2
4884,3819,Food Express,Mumbai,139.77,128,1.8,card,2024-04-20,45,8.73
4885,1902,Burger Town ,delhi,532.69,65,2.4, Card,2024-01-22,37,59.97
4886,1364,food express,Chennai ,364.74,6,4.5, cash ,2024-06-27,39,39.05
4887,1162,Pizza Point ,MUMBAI,570.5,18,5.7, CARD ,2024-04-15,25,48.03
4888,4119, Biryani House,pune,425.92,76,5.5,UPI,2024-03-24,39,23.32
4889,3558,Spice Hub ,Mumbai,164.73,114,2.9,upi,2024-01-24,16,31.09
4890,4400,burger town,Pune ,278.15,103,2.8,CARD  ,2024-05-01,50,37.19
4891,2863,Pizza Point ,kolkata,89.2,47,0.8,CARD,2024-06-27,31,48.36
4892,1115,burger town,Kolkata,173.27,133,5.8,upi,2024-04-02,20,20.33
4893,3988, Cafe Delight, Pune,620.08,19,4.6,cash ,2024-05-23,46,40.34
4894,4920, Cafe Delight,Chennai,437.24,7,5.1,upi ,2024-04-20,60,46.54
4895,3384,Spice Hub, Kolkata,557.72,46,1.4,card ,2024-04-11,52,48.31
4896,1880,Biryani House , Mumbai,953.89,23,2.4,CASH ,2024-04-14,40,29.95
4897,3784,pizza point,Pune,426.01,70,0.6,Card ,2024-02-16,58,28.4
4898,4935,Spice Hub,Mumbai ,658.57,34,5.6,upi,2024-04-13,64,6.27
4899,1839,BIRYANI HOUSE,Chennai,507.03,26,1.7,UPI ,2024-03-31,40,29.86
4900,3194,CAFE DELIGHT, Kolkata,1190.67,148,3.6,cash ,2024-05-07,18,42.12
4901,4646, Food Express, Mumbai,-254.41,69,0.9,card,2024-01-14,53,55.24
4902,4877,pizza point,Chennai,320.58,105,4.8,CARD,2024-03-17,47,7.51
4903,2346,Cafe Delight ,Hyderabad ,663.51,56,1.1,Card,2024-02-25,63,58.13
4904,3490,Pizza Point,CHENNAI,311.77,127,4.9,UPI,2024-05-19,35,14.04
4905,3884,Burger Town , Kolkata,641.52,119,2.4, cash ,2024-05-15,45,10.55
4906,2036,Cafe Delight, Hyderabad,484.98,67,3.5,CARD ,2024-02-21,17,6.87
4907,1942,Pizza Point,Mumbai,716.24,116,1.6,UPI,2024-02-20,20,59.41
4908,4565,Biryani House,Delhi,216.97,78,5.3,cash  ,2024-05-26,34,33.66
4909,2724,Burger Town ,bangalore,543.21,19,4.6,UPI ,2024-02-14,35,16.24
4910,3334, Pizza Point,DELHI,616.5,110,2.1,Card ,2024-02-20,37,19.05
4911,3767,Burger Town ,Kolkata,532.95,30,3.5,upi ,2024-06-21,26,57.02
4912,2137,CAFE DELIGHT,Pune,537.35,46,0.8, Cash,2024-05-13,33,54.0
4913,3527,FOOD EXPRESS,Hyderabad,800.61,96,1.0,Cash,2024-03-08,42,21.0
4914,1021,FOOD EXPRESS,Hyderabad,80.02,24,3.2, UPI,2024-01-07,46,3.82
4915,4420, Food Express,hyderabad,531.24,40,3.8, CARD ,2024-06-08,50,50.01
4916,2749,pizza point,Bangalore ,197.71,16,3.3,upi,2024-05-27,59,54.87
4917,1682,FOOD EXPRESS,Bangalore,689.4,113,3.4,UPI,2024-01-31,60,50.25
4918,4906,pizza point,Pune ,290.52,124,4.5,cash,2024-02-17,36,54.78
4919,4637,Biryani House ,Pune ,-118.11,56,5.4,upi,2024-04-11,35,34.55
4920,3953,Pizza Point,Bangalore,695.37,143,2.3,card,2024-06-02,24,50.38
4921,2833,food express,mumbai,432.91,129,3.2,CASH ,2024-01-20,46,56.63
4922,3367,Food Express,Hyderabad,589.16,21,5.4,cash,2024-04-26,24,53.39
4923,1125, Cafe Delight,CHENNAI,856.75,44,2.8,cash  ,2024-04-13,22,35.23
4924,1276,Spice Hub,Delhi,592.85,43,2.7,upi,2024-03-06,48,44.79
4925,2999,food express,Pune ,542.36,52,4.6, upi,2024-05-27,16,43.28
4926,2227,Biryani House ,Pune,488.18,133,5.3,CARD,2024-05-22,34,48.18
4927,3241, Food Express,CHENNAI,213.17,78,4.4,Cash,2024-04-03,18,13.73
4928,4752,Biryani House ,PUNE,446.19,145,0.6, upi,2024-04-24,54,0.13
4929,4735,Spice Hub,BANGALORE,993.47,101,2.8,Cash ,2024-04-23,27,30.59
4930,4618,Cafe Delight, Bangalore,406.2,52,1.3, upi,2024-03-16,45,45.93
4931,1695, Food Express, Chennai,461.0,147,1.9, Cash,2024-02-12,31,7.51
4932,2309,Food Express,Mumbai ,814.27,148,2.8,CARD  ,2024-04-23,28,31.97
4933,1056, Pizza Point,HYDERABAD,114.68,44,1.3,UPI ,2024-02-23,39,18.86
4934,4805,CAFE DELIGHT, Bangalore,655.03,147,3.1,UPI,2024-03-21,32,50.29
4935,4374,biryani house,Pune,102.78,18,3.9,upi,2024-05-25,42,6.02
4936,4234,Food Express,chennai,599.8,87,5.2,UPI,2024-05-21,44,50.87
4937,1018, Spice Hub, Hyderabad,494.4,54,1.3,cash,2024-03-08,56,36.65
4938,4441,pizza point,Hyderabad,653.1,38,1.9, CARD ,2024-01-15,29,55.17
4939,3311,Biryani House, Mumbai,246.88,109,2.4,Card ,2024-06-22,20,56.14
4940,3841,Burger Town,Hyderabad,366.24,83,1.3,card,2024-06-23,58,48.53
4941,1112,PIZZA POINT,Kolkata ,666.01,117,2.0,Card,2024-06-23,53,31.81
4942,4559,Burger Town, Chennai,372.54,44,5.3, Cash,2024-04-26,21,8.55
4943,4398,CAFE DELIGHT,pune,688.88,70,0.8, Card,2024-01-07,39,13.53
4944,1541,food express, Pune,552.29,126,2.7,CARD,2024-03-23,55,25.07
4945,3694, Burger Town,Mumbai ,388.56,32,1.9, Card,2024-03-17,48,43.74
4946,1578,Pizza Point, Bangalore,421.16,35,0.5,Card ,2024-04-29,24,32.69
4947,2088, Pizza Point,delhi,500.88,105,0.6,cash ,2024-02-09,57,26.3
4948,4363,Food Express , Kolkata,444.95,55,4.7,card ,2024-01-13,64,28.65
4949,1024,Burger Town, Pune,682.56,146,5.1,upi,2024-06-07,18,44.49
4950,2572, Burger Town, Pune,407.18,135,4.4, Cash,2024-02-04,38,2.06
4951,3048,SPICE HUB,chennai,356.74,108,3.2,CARD ,2024-04-20,36,26.56
