emp_id,age,salary,department,experience_years,last_promotion_year,performance_score,work_hours_per_week,remote_work_ratio,job_satisfaction,left_company,joining_date,bonus,manager_rating,training_hours,city,loan_default_history
E04878,3,82507,Human Resource,46,2019,3.0,45,6,,No,13-12-2022,,5,81,Mumbai,Yes
E04879,-7,₹131513,,35,2018,,50,88,7.0,No,29-11-2018,,4,89,Kolkata,Yes
E04880,thirty,73k,Human Resource,26,2014,5.0,50,71,8.0,No,20-12-2021,0.0,1,99,Pune,No
E04881,thirty,₹52161,,55,2021,2.0,50,72,7.0,No,March 01 2025,5000.0,5,185,Kolkata,No
E04882,,-36027,IT,,2018,4.0,120,93,,No,2020/05/25,0.0,2,53,Chennai,Yes
E04883,22,-13153,,47,2016,5.0,45,84,1.0,Yes,December 24 2025,,2,89,Chennai,No
E04884,thirty,"85,769",HR,36,2015,1.0,120,1,,No,23-07-2024,8000.0,4,12,Chennai,No
E04885,80,-6283,it,57,2015,5.0,60,15,7.0,No,27-08-2019,1000.0,3,119,Chennai,Yes
E04886,3,"25,707",Information Technology,ten,2023,,120,4,7.0,No,August 19 2020,,5,97,Delhi,Yes
E04887,,"34,271",Human Resource,ten,2016,3.0,45,87,9.0,No,2016/07/25,,3,132,Chennai,Yes
E04888,thirty,-18657,Finance,33,2012,,35,49,,No,2019/04/01,1000.0,3,81,Delhi,No
E04889,35,25k,Operations,ten,2015,,35,35,1.0,No,2015/10/30,,1,88,Pune,Yes
E04890,101,80k,Human Resource,30,2015,,50,40,9.0,No,32/01/2020,8000.0,5,161,Delhi,Yes
E04891,96,"81,889",Finance,48,2024,,35,48,,No,2021/02/10,8000.0,4,11,Chennai,Yes
E04892,48,9999999,IT,,2017,,10,66,4.0,No,32/01/2020,5000.0,5,95,Kolkata,No
E04893,thirty,20k,Finance,41,2020,,45,76,10.0,No,,5000.0,3,133,Bangalore,Yes
E04894,49,"60,548",Finance,26,2023,,50,28,4.0,No,April 06 2022,,4,1,Delhi,Yes
E04895,-5,86k,HR,ten,2019,,120,31,3.0,No,19-02-2019,,2,14,Mumbai,Yes
E04896,81,₹110168,Information Technology,49,2020,5.0,40,4,,No,32/01/2020,5000.0,5,193,Bangalore,Yes
E04897,-9,60k,HR,6,2013,,45,34,,No,29-05-2021,8000.0,3,86,,No
E04898,,"22,405",FIN,ten,2023,4.0,50,30,,No,July 09 2025,1000.0,5,85,Pune,Yes
E04899,thirty,9999999,Information Technology,44,2022,5.0,120,88,9.0,No,,8000.0,2,122,,Yes
E04900,22,20434,HR,ten,2016,3.0,60,86,4.0,No,12-03-2016,,5,113,,No
E04901,,19421,Information Technology,ten,2015,,120,14,2.0,No,32/01/2020,1000.0,5,192,Kolkata,Yes
E04902,thirty,175838,Sales,ten,2021,,10,36,8.0,No,,5000.0,2,29,Pune,Yes
E04903,24,"22,316",,59,2022,,40,62,5.0,No,27-04-2024,,5,92,Bangalore,No
E04904,,178561,Human Resource,ten,2017,1.0,10,88,,No,27-11-2015,,2,55,Bangalore,No
E04905,-8,99048,Human Resource,5,2017,,60,5,6.0,No,26-10-2015,5000.0,3,58,Kolkata,Yes
E04906,,"84,027",FIN,ten,2012,3.0,50,91,1.0,No,32/01/2020,0.0,3,156,Pune,Yes
E04907,-3,30087,it,ten,2023,,60,81,,Yes,32/01/2020,1000.0,3,74,Chennai,Yes
E04908,thirty,"30,701",,56,2019,,45,68,7.0,No,,0.0,1,44,Delhi,No
E04909,thirty,72k,IT,,2016,5.0,120,63,3.0,No,2021/08/20,,2,54,Kolkata,Yes
E04910,20,-45191,Finance,44,2014,,50,11,,No,32/01/2020,5000.0,2,9,Chennai,Yes
E04911,,"41,442",HR,ten,2016,4.0,45,63,5.0,No,32/01/2020,,2,39,Kolkata,No
E04912,thirty,9999999,HR,39,2018,,120,55,,No,32/01/2020,,4,199,Delhi,No
E04913,thirty,38k,it,ten,2019,4.0,45,78,5.0,No,2015/08/05,8000.0,4,101,Mumbai,No
E04914,54,"53,964",Information Technology,ten,2011,,35,48,,No,2025/09/29,,3,114,Pune,No
E04915,-7,79058,FIN,ten,2022,3.0,60,66,5.0,No,,,3,178,Mumbai,No
E04916,118,9999999,IT,12,2023,2.0,60,21,,No,June 27 2016,,3,34,,Yes
E04917,98,69679,HR,ten,2021,,50,85,4.0,Yes,2021/09/18,8000.0,4,194,Chennai,No
E04918,thirty,₹68879,Human Resource,ten,2021,3.0,45,66,3.0,No,,,3,41,Bangalore,No
E04919,,9999999,it,57,2015,,60,60,6.0,No,32/01/2020,8000.0,4,45,Mumbai,Yes
E04920,21,162300,HR,ten,2024,,45,14,,No,08-08-2017,1000.0,4,172,Kolkata,No
E04921,thirty,"23,359",Finance,41,2020,4.0,40,10,1.0,No,September 11 2023,8000.0,1,18,Pune,No
E04922,9,112027,IT,28,2017,2.0,120,72,8.0,No,32/01/2020,,1,27,Pune,Yes
E04923,-9,11391,Sales,3,2015,5.0,45,50,8.0,Yes,20-01-2022,,5,65,Chennai,No
E04924,thirty,"70,286",Human Resource,ten,2014,5.0,120,94,10.0,No,07-09-2024,0.0,5,26,Delhi,No
E04925,,131605,FIN,19,2020,5.0,10,38,9.0,No,October 18 2023,,1,77,Mumbai,No
E04926,,₹100597,Human Resource,23,2017,3.0,60,42,8.0,No,November 17 2022,2000.0,4,138,Mumbai,No
E04927,-10,-8833,,0,2017,,35,26,9.0,No,April 22 2015,,3,163,Bangalore,Yes
E04928,thirty,₹95202,Human Resource,,2021,,10,93,6.0,No,May 16 2016,0.0,2,173,Bangalore,No
E04929,82,9999999,Operations,24,2013,,120,43,2.0,Yes,32/01/2020,2000.0,4,171,Delhi,Yes
E04930,,"41,604",Information Technology,50,2024,3.0,50,28,7.0,No,02-07-2022,,3,142,Bangalore,Yes
E04931,81,₹36510,Operations,20,2014,3.0,35,36,6.0,No,April 05 2019,5000.0,4,47,Pune,No
E04932,thirty,70716,it,,2014,1.0,10,76,3.0,No,25-04-2016,5000.0,1,189,Mumbai,Yes
E04933,110,"40,245",Information Technology,11,2024,2.0,50,18,9.0,No,,,2,37,Chennai,No
E04934,thirty,-46746,IT,,2013,2.0,40,48,7.0,No,February 17 2022,8000.0,2,77,Bangalore,Yes
E04935,45,-8198,it,15,2013,3.0,50,86,3.0,No,21-12-2016,2000.0,5,192,Delhi,No
E04936,6,65k,Information Technology,,2012,,45,46,5.0,No,,5000.0,3,171,Delhi,No
E04937,60,56k,IT,1,2015,,50,18,,No,2016/04/19,1000.0,3,24,Bangalore,Yes
E04938,10,₹141259,Human Resource,53,2024,,50,32,5.0,No,2021/05/23,2000.0,1,195,Bangalore,Yes
E04939,8,9999999,FIN,ten,2015,1.0,50,29,3.0,No,2024/09/09,,1,143,Mumbai,Yes
E04940,thirty,"21,882",it,,2021,4.0,120,10,1.0,No,October 01 2017,,5,196,,Yes
E04941,thirty,-4658,FIN,,2017,5.0,120,26,1.0,No,,5000.0,5,97,Bangalore,No
E04942,thirty,9999999,Operations,59,2012,1.0,10,22,,No,32/01/2020,8000.0,1,153,Chennai,No
E04943,100,-14832,Sales,42,2013,,40,35,7.0,Yes,,,1,54,Pune,Yes
E04944,-5,35k,,5,2022,5.0,50,58,9.0,Yes,,,4,45,Mumbai,Yes
E04945,108,9999999,Sales,ten,2021,,35,23,10.0,No,May 29 2019,1000.0,4,175,Mumbai,No
E04946,10,-28258,Human Resource,ten,2015,3.0,40,99,1.0,No,2019/03/31,2000.0,4,157,Pune,No
E04947,1,42k,HR,36,2015,1.0,40,47,,No,32/01/2020,,2,73,Chennai,Yes
E04948,thirty,-32519,Sales,,2010,,40,40,5.0,No,2025/09/10,,5,66,Mumbai,No
E04949,-5,"33,441",Finance,,2017,,50,74,10.0,No,October 05 2021,,4,186,Delhi,Yes
E04950,9,51k,,30,2015,2.0,35,71,3.0,No,32/01/2020,5000.0,3,175,Bangalore,No
E04951,,9999999,IT,ten,2011,2.0,60,97,,No,05-05-2015,2000.0,4,133,Delhi,Yes
E04952,thirty,₹123070,IT,,2016,,40,56,6.0,No,32/01/2020,2000.0,3,124,Pune,No
E04953,28,"30,163",IT,57,2023,3.0,45,53,10.0,No,32/01/2020,5000.0,5,3,Chennai,Yes
E04954,thirty,32740,IT,ten,2015,2.0,10,79,8.0,No,2019/07/05,2000.0,3,127,Delhi,No
E04955,,"61,205",Human Resource,ten,2021,1.0,35,22,2.0,No,,,2,21,Kolkata,Yes
E04956,44,-9635,it,18,2023,4.0,35,36,,No,32/01/2020,,2,168,Delhi,No
E04957,119,"64,852",Sales,ten,2020,,40,62,8.0,No,10-02-2024,,4,103,Kolkata,Yes
E04958,-1,₹101848,HR,,2015,1.0,120,35,,No,2022/12/24,2000.0,5,52,Delhi,Yes
E04959,,-22038,Finance,47,2022,4.0,10,63,5.0,No,06-01-2019,,4,103,Delhi,Yes
E04960,thirty,₹39018,IT,47,2022,3.0,50,4,5.0,No,,2000.0,4,130,Mumbai,Yes
E04961,thirty,"87,476",Information Technology,,2016,3.0,60,13,,No,13-06-2022,2000.0,2,24,Delhi,No
E04962,,51k,Finance,58,2024,,120,13,5.0,No,2015/12/08,,5,56,Delhi,Yes
E04963,26,23k,Human Resource,51,2019,,45,38,,No,,,4,172,Chennai,Yes
E04964,59,-29099,it,,2017,4.0,40,29,,No,,0.0,2,14,Mumbai,Yes
E04965,107,53k,HR,ten,2024,5.0,10,40,5.0,No,32/01/2020,8000.0,5,175,Pune,Yes
E04966,-5,₹79403,Human Resource,7,2020,5.0,45,70,8.0,No,September 25 2015,8000.0,4,145,Delhi,Yes
E04967,-6,-41814,Operations,57,2018,2.0,40,87,3.0,No,February 11 2017,8000.0,1,118,Delhi,No
E04968,,"72,378",Sales,,2021,3.0,120,89,,No,2015/06/30,1000.0,5,96,Pune,Yes
E04969,38,9999999,FIN,,2018,,10,4,5.0,No,07-01-2023,,4,110,Bangalore,No
E04970,44,171225,Human Resource,,2020,4.0,45,13,,No,2021/04/24,0.0,2,38,Delhi,Yes
E04971,91,₹125293,,10,2020,3.0,50,12,3.0,No,September 17 2019,,3,141,Bangalore,No
E04972,44,"83,278",Sales,15,2024,,60,40,,No,September 12 2024,8000.0,1,151,Bangalore,Yes
E04973,38,22k,Sales,60,2010,,120,80,10.0,No,,,4,113,Mumbai,No
E04974,37,16114,Finance,,2014,1.0,10,28,,No,2020/08/30,,2,8,Mumbai,Yes
E04975,44,₹63833,Human Resource,21,2021,3.0,10,18,3.0,No,July 24 2020,5000.0,3,150,Kolkata,No
E04976,thirty,9999999,HR,58,2019,1.0,50,56,6.0,No,04-04-2024,1000.0,1,165,Pune,No
E04977,,32110,,60,2016,,10,59,3.0,No,July 28 2018,2000.0,5,134,Bangalore,Yes
E04978,,₹134540,it,48,2013,3.0,45,19,2.0,No,August 19 2017,,1,15,Bangalore,Yes
E04979,,₹28297,FIN,ten,2016,4.0,40,43,,No,December 23 2019,2000.0,1,63,,No
E04980,-7,"31,220",IT,ten,2010,5.0,45,44,,Yes,32/01/2020,,3,47,Delhi,No
E04981,35,72k,Sales,ten,2010,,50,42,10.0,No,32/01/2020,8000.0,1,133,,Yes
E04982,thirty,-19213,Human Resource,ten,2016,5.0,45,66,9.0,No,October 19 2016,1000.0,5,5,Kolkata,No
E04983,thirty,180846,,ten,2012,4.0,50,71,,No,32/01/2020,,5,69,Kolkata,No
E04984,,"77,103",Operations,25,2016,3.0,35,63,9.0,No,January 06 2016,8000.0,3,97,Bangalore,Yes
E04985,,20k,it,ten,2020,,45,94,,No,December 30 2019,5000.0,5,22,Bangalore,Yes
E04986,-4,69k,HR,,2024,,120,87,5.0,No,11-01-2019,,4,181,Chennai,Yes
E04987,thirty,"81,054",Finance,34,2014,,60,27,5.0,No,October 11 2019,,3,198,Delhi,Yes
E04988,18,197318,HR,15,2012,3.0,10,51,7.0,No,,2000.0,1,119,Bangalore,No
E04989,53,"53,085",HR,,2017,2.0,120,11,4.0,No,32/01/2020,8000.0,5,150,Delhi,No
E04990,,105408,FIN,,2018,1.0,10,75,3.0,No,32/01/2020,,4,76,Chennai,No
E04991,thirty,41079,FIN,15,2023,,45,63,,No,20-01-2019,,2,31,Pune,Yes
E04992,,"82,464",Operations,39,2024,5.0,35,43,4.0,No,April 28 2023,,4,14,Chennai,No
E04993,thirty,57942,HR,ten,2024,1.0,50,0,,No,12-11-2025,8000.0,1,95,Bangalore,Yes
E04994,thirty,-15318,Human Resource,,2014,3.0,35,65,10.0,Yes,24-01-2026,1000.0,3,90,Mumbai,No
E04995,19,118864,,37,2016,2.0,10,57,7.0,No,15-11-2024,,3,35,Chennai,Yes
E04996,93,-3231,,7,2024,1.0,10,51,,No,32/01/2020,,3,150,Kolkata,Yes
E04997,50,"21,814",FIN,52,2022,5.0,50,33,,No,2016/08/17,,4,96,,No
E04998,-10,"82,916",Finance,,2016,5.0,35,30,2.0,No,32/01/2020,5000.0,3,0,Bangalore,Yes
E04999,,-40897,it,ten,2012,,10,83,1.0,No,2022/08/24,0.0,1,194,Mumbai,Yes
E05000,2,9999999,,59,2010,2.0,120,13,,No,32/01/2020,1000.0,2,183,Delhi,Yes
E05001,20,"45,294",Finance,13,2018,3.0,10,3,4.0,No,08-11-2018,,1,34,Kolkata,No
E05002,thirty,-30919,HR,18,2017,4.0,120,87,2.0,No,December 04 2015,,3,16,Delhi,Yes
E05003,,121835,Sales,58,2021,1.0,45,90,3.0,No,21-11-2015,5000.0,5,30,Pune,Yes
E05004,57,9999999,Sales,44,2023,2.0,60,86,6.0,No,October 08 2021,,2,156,,No
E05005,94,55k,,ten,2021,5.0,40,31,8.0,No,2015/12/15,0.0,5,6,Kolkata,No
E05006,7,-41429,HR,ten,2021,4.0,10,66,10.0,No,,0.0,5,197,Pune,Yes
E05007,49,9999999,Sales,ten,2013,,45,57,9.0,No,,,5,178,Pune,No
E05008,,-26403,Sales,ten,2012,,120,37,6.0,No,18-08-2020,,3,74,Chennai,Yes
E05009,58,45k,,,2019,,45,52,2.0,No,32/01/2020,8000.0,3,49,Bangalore,Yes
E05010,,-41792,IT,45,2022,4.0,120,61,7.0,No,19-08-2023,,2,122,Mumbai,Yes
E05011,7,₹50387,HR,,2024,5.0,45,79,2.0,No,2024/03/24,,4,116,Bangalore,Yes
E05012,52,₹146892,FIN,ten,2011,,50,51,,No,32/01/2020,,1,24,Kolkata,Yes
E05013,23,₹135893,Information Technology,42,2018,5.0,35,44,9.0,No,2018/08/24,8000.0,2,181,Delhi,Yes
E05014,thirty,68k,,ten,2017,2.0,50,65,5.0,No,21-06-2021,5000.0,2,169,,No
E05015,thirty,159347,Finance,16,2013,5.0,120,94,,No,,8000.0,5,52,Mumbai,Yes
E05016,thirty,₹55621,,32,2014,,60,64,4.0,No,32/01/2020,0.0,3,194,Pune,No
E05017,9,159017,Sales,ten,2018,,40,41,,No,32/01/2020,8000.0,3,179,Mumbai,Yes
E05018,120,"56,996",,5,2018,5.0,45,53,8.0,No,June 11 2024,,1,186,Pune,No
E05019,52,"36,652",HR,ten,2020,3.0,45,18,9.0,No,,8000.0,2,110,,Yes
E05020,40,29k,IT,,2013,3.0,120,1,3.0,No,32/01/2020,8000.0,3,51,Pune,Yes
E05021,23,₹37707,,ten,2010,3.0,60,29,,No,32/01/2020,5000.0,1,193,,Yes
E05022,thirty,-9087,it,ten,2012,1.0,35,2,9.0,No,,8000.0,4,30,Mumbai,No
E05023,0,₹36063,Sales,ten,2018,,35,15,,No,2024/03/04,,3,27,Delhi,Yes
E05024,112,9999999,Information Technology,ten,2018,4.0,60,34,,No,2024/07/13,,1,40,Bangalore,No
E05025,,₹86595,it,32,2014,2.0,40,0,,No,January 06 2019,2000.0,3,75,Pune,Yes
E05026,thirty,₹34571,IT,ten,2013,3.0,35,50,3.0,No,11-01-2019,5000.0,5,113,Chennai,Yes
E05027,93,-10966,FIN,,2010,,60,64,6.0,No,,,4,167,Bangalore,No
E05028,10,9999999,,,2014,,120,15,7.0,No,,2000.0,5,81,Pune,Yes
E05029,83,9999999,HR,,2023,4.0,60,84,,No,2019/10/05,,5,179,,No
E05030,thirty,9999999,IT,55,2014,2.0,45,86,3.0,No,32/01/2020,,5,151,Chennai,No
E05031,-2,-20883,Human Resource,ten,2015,,10,1,9.0,No,,,4,34,Kolkata,No
E05032,35,-25862,Human Resource,ten,2011,,120,4,,No,12-08-2019,,3,185,Chennai,No
E05033,thirty,-15407,IT,,2023,,50,56,,No,,,5,194,Chennai,Yes
E05034,46,-2854,FIN,57,2020,5.0,40,99,,No,32/01/2020,,5,49,Kolkata,Yes
E05035,thirty,9999999,Sales,,2023,,40,34,5.0,No,2017/06/21,5000.0,1,149,Mumbai,Yes
E05036,89,-12416,Sales,ten,2017,3.0,120,62,6.0,No,2019/06/27,8000.0,4,171,Pune,Yes
E05037,,₹121816,it,ten,2020,,45,23,,No,2021/03/07,5000.0,3,59,Pune,No
E05038,95,-33324,Sales,9,2011,,10,76,7.0,No,2018/10/01,,4,183,Kolkata,Yes
E05039,thirty,28905,Sales,ten,2023,1.0,35,95,7.0,No,15-11-2018,1000.0,2,189,Bangalore,Yes
E05040,88,9999999,Finance,,2014,,60,66,8.0,No,,,2,75,,No
E05041,,₹25309,,,2013,2.0,40,79,,Yes,32/01/2020,,3,180,,No
E05042,116,-27633,Operations,28,2019,5.0,35,21,6.0,No,30-11-2022,0.0,1,74,Chennai,No
E05043,,51525,Sales,ten,2024,,40,91,,No,2024/06/27,1000.0,1,83,,Yes
E05044,103,-10360,Finance,38,2014,5.0,10,50,9.0,No,,,4,19,Mumbai,No
E05045,55,"30,056",Human Resource,,2012,,120,39,6.0,No,07-06-2023,0.0,1,190,Delhi,No
E05046,thirty,9999999,Sales,ten,2014,4.0,60,59,2.0,No,May 27 2021,1000.0,5,56,Delhi,No
E05047,,9999999,it,48,2018,3.0,40,86,2.0,No,,0.0,2,56,Delhi,No
E05048,41,20883,Information Technology,,2023,,35,96,,No,32/01/2020,,1,57,Bangalore,Yes
E05049,33,136014,Information Technology,,2022,5.0,60,75,,No,2017/05/22,,3,63,Kolkata,No
E05050,88,21k,IT,,2012,2.0,35,40,3.0,No,January 18 2022,0.0,1,53,Mumbai,No
E05051,101,₹21840,IT,,2021,2.0,35,19,2.0,No,32/01/2020,,4,146,Kolkata,Yes
E05052,thirty,-24244,,44,2012,,35,93,3.0,No,32/01/2020,,5,36,,Yes
E05053,thirty,106490,IT,,2021,5.0,35,21,2.0,No,2023/01/20,,4,28,Chennai,Yes
E05054,6,-14464,Information Technology,15,2022,2.0,50,16,6.0,Yes,,8000.0,4,187,,Yes
E05055,115,65k,Operations,ten,2012,,45,16,1.0,No,14-02-2016,,1,108,Mumbai,Yes
E05056,thirty,₹77177,IT,40,2017,1.0,50,11,9.0,No,December 24 2023,5000.0,4,187,Bangalore,No
E05057,106,9999999,Operations,47,2013,5.0,35,22,2.0,No,32/01/2020,,4,176,Delhi,No
E05058,,60k,Human Resource,ten,2022,5.0,50,10,,No,2019/10/17,,3,16,Mumbai,No
E05059,,₹119851,Human Resource,,2021,,35,11,,No,September 19 2019,2000.0,1,103,Kolkata,No
E05060,83,"60,300",HR,3,2021,,10,99,2.0,Yes,21-03-2017,5000.0,2,11,Kolkata,No
E05061,19,43211,Information Technology,ten,2018,1.0,120,5,6.0,No,24-06-2021,5000.0,1,178,Delhi,No
E05062,-5,₹116413,it,,2014,1.0,45,92,,No,2017/05/26,,4,111,Mumbai,Yes
E05063,-4,-10468,FIN,56,2016,,60,93,,No,16-03-2026,,3,12,Kolkata,Yes
E05064,60,-45419,Operations,,2020,3.0,50,31,,No,28-01-2026,,5,188,Pune,No
E05065,115,9999999,Human Resource,,2011,2.0,35,39,1.0,No,,0.0,4,115,Bangalore,Yes
E05066,,"26,586",it,,2018,3.0,120,70,6.0,No,August 12 2021,,1,114,Chennai,Yes
E05067,7,9999999,Information Technology,,2016,2.0,35,14,7.0,No,32/01/2020,1000.0,1,165,Mumbai,Yes
E05068,thirty,₹70591,IT,12,2020,5.0,40,83,3.0,No,2018/04/09,8000.0,1,161,,Yes
E05069,92,-12653,Sales,14,2020,5.0,45,7,,No,32/01/2020,,2,147,Bangalore,No
E05070,5,-10011,Human Resource,23,2019,3.0,35,25,,No,,,2,49,Pune,Yes
E05071,7,₹29710,it,56,2020,4.0,50,67,,Yes,,2000.0,1,91,Bangalore,Yes
E05072,83,56k,FIN,,2010,2.0,40,0,,No,September 07 2023,,2,181,Mumbai,No
E05073,83,175541,it,,2016,,45,72,,No,2024/07/29,2000.0,4,111,Delhi,Yes
E05074,,"79,115",FIN,57,2019,2.0,60,2,,No,32/01/2020,,4,173,Kolkata,No
E05075,50,22532,Finance,1,2012,5.0,45,25,7.0,No,32/01/2020,,2,81,Delhi,No
E05076,thirty,9999999,it,,2016,3.0,60,87,3.0,No,2022/05/30,,5,130,Chennai,No
E05077,,9999999,FIN,44,2012,,50,2,,No,32/01/2020,1000.0,1,140,,No
E05078,58,-47565,Human Resource,ten,2013,,40,9,3.0,Yes,2023/04/03,,3,40,Kolkata,No
E05079,,62k,HR,,2010,3.0,10,90,8.0,No,December 30 2023,,2,158,Bangalore,No
E05080,thirty,₹121945,HR,36,2018,1.0,35,15,,No,03-03-2020,8000.0,1,71,Pune,Yes
E05081,thirty,₹87551,FIN,,2022,,50,22,6.0,No,,1000.0,1,199,Pune,Yes
E05082,,"34,236",HR,19,2023,3.0,40,84,3.0,Yes,11-10-2025,,5,51,Bangalore,Yes
E05083,,"64,049",Finance,,2012,4.0,35,63,5.0,No,,,2,121,Delhi,No
E05084,104,-47982,IT,1,2015,,10,14,9.0,No,32/01/2020,,1,47,Mumbai,Yes
E05085,96,9999999,Information Technology,ten,2012,3.0,45,9,4.0,No,32/01/2020,,2,127,Bangalore,No
E05086,,9999999,Finance,5,2011,3.0,50,34,,No,32/01/2020,1000.0,5,69,Mumbai,No
E05087,5,9999999,Information Technology,48,2018,,40,21,,No,,5000.0,2,138,Mumbai,Yes
E05088,40,"41,203",Sales,60,2017,4.0,60,59,,No,,2000.0,3,0,Delhi,No
E05089,thirty,-31769,Finance,34,2021,,40,71,,No,11-01-2021,1000.0,5,79,Chennai,No
E05090,thirty,9999999,,50,2024,,45,95,10.0,No,26-04-2025,,2,3,Bangalore,No
E05091,91,40k,Operations,ten,2015,,40,54,,No,2024/03/01,1000.0,3,70,Delhi,No
E05092,23,123444,IT,60,2011,,120,33,4.0,No,,,5,119,,No
E05093,103,9999999,HR,33,2024,4.0,50,74,7.0,No,32/01/2020,,3,5,,Yes
E05094,93,9999999,FIN,,2010,1.0,120,95,2.0,No,September 26 2020,,4,139,Kolkata,No
E05095,,9999999,Information Technology,29,2019,1.0,120,98,7.0,No,32/01/2020,0.0,5,164,Chennai,No
E05096,,53k,Sales,49,2016,3.0,35,82,3.0,No,2017/03/11,0.0,1,161,Kolkata,Yes
E05097,103,9999999,,24,2018,2.0,10,6,1.0,No,June 27 2016,5000.0,1,118,Bangalore,No
E05098,83,72387,Sales,ten,2024,1.0,60,20,,No,,,5,104,Mumbai,No
E05099,114,80k,IT,ten,2023,,120,78,,No,2024/01/26,,3,157,Kolkata,Yes
E05100,,49k,Sales,11,2014,3.0,120,83,,No,,5000.0,1,145,Pune,No
E05101,thirty,-9259,Sales,,2016,5.0,40,89,,No,32/01/2020,,2,147,Delhi,No
E05102,42,128439,Information Technology,,2011,5.0,35,43,4.0,No,32/01/2020,,2,188,Mumbai,Yes
E05103,21,"44,127",Finance,,2023,2.0,50,10,,No,,5000.0,3,4,Bangalore,No
E05104,,166898,,,2024,3.0,60,94,3.0,No,,8000.0,4,170,,No
E05105,88,131885,HR,1,2024,,120,32,8.0,No,August 21 2015,,2,52,Delhi,Yes
E05106,80,62890,IT,52,2014,1.0,10,5,1.0,No,December 15 2021,,2,40,Pune,No
E05107,120,20k,Human Resource,ten,2020,,50,33,3.0,No,February 11 2019,,3,107,Delhi,No
E05108,115,65964,it,ten,2019,,60,35,8.0,Yes,13-05-2024,,4,30,,Yes
E05109,,82k,Sales,,2017,4.0,45,58,5.0,No,February 13 2020,,5,88,Pune,Yes
E05110,-8,40k,Finance,ten,2010,,50,39,,No,09-01-2016,5000.0,1,40,Pune,No
E05111,32,₹113932,Sales,42,2016,2.0,35,100,6.0,No,2021/04/22,0.0,1,71,Chennai,No
E05112,thirty,-49274,Finance,6,2021,,35,50,8.0,No,32/01/2020,2000.0,1,1,,Yes
E05113,-2,9999999,Finance,ten,2021,5.0,60,7,10.0,No,,,3,143,,Yes
E05114,,-20880,IT,53,2014,3.0,120,88,2.0,No,24-06-2024,,1,16,Delhi,Yes
E05115,thirty,62k,Finance,ten,2018,1.0,40,42,9.0,No,20-10-2017,,2,107,Bangalore,No
E05116,,89k,,ten,2017,,10,86,7.0,No,17-08-2023,8000.0,4,136,Pune,Yes
E05117,thirty,-24356,Human Resource,53,2020,3.0,35,6,,No,2021/01/31,,3,65,Delhi,No
E05118,thirty,-35547,Operations,,2022,,45,71,10.0,Yes,2025/09/21,1000.0,3,161,Bangalore,No
E05119,0,54k,Finance,,2014,,120,81,6.0,No,,1000.0,5,110,Mumbai,No
E05120,thirty,120096,FIN,ten,2020,4.0,60,33,3.0,No,2024/08/06,,3,73,Chennai,No
E05121,,70k,it,5,2024,,10,42,1.0,Yes,February 27 2022,,1,129,Kolkata,No
E05122,thirty,-15216,HR,,2023,3.0,50,11,5.0,No,03-09-2018,,2,189,Delhi,No
E05123,,₹147283,Information Technology,11,2024,,50,19,1.0,No,2019/08/20,8000.0,1,54,Bangalore,No
E05124,thirty,₹45784,Sales,ten,2022,,35,45,,No,06-04-2019,,1,95,Chennai,No
E05125,0,90k,it,,2017,,35,100,8.0,No,2024/11/02,0.0,1,145,Chennai,No
E05126,112,"46,586",Finance,,2023,5.0,60,60,1.0,No,32/01/2020,0.0,5,176,,No
E05127,0,110548,Human Resource,53,2013,1.0,60,19,,No,32/01/2020,0.0,4,4,Mumbai,Yes
E05128,-9,62k,it,12,2022,4.0,120,87,,No,2024/08/27,,4,42,Mumbai,No
E05129,,₹119336,HR,ten,2016,,40,75,8.0,No,,0.0,1,138,Pune,No
E05130,thirty,"36,602",Information Technology,31,2014,,60,85,2.0,No,02-08-2023,,4,48,Kolkata,Yes
E05131,25,9999999,HR,,2024,1.0,35,62,1.0,No,01-04-2017,8000.0,2,143,Chennai,No
E05132,,-6469,it,42,2017,,40,89,3.0,Yes,2025/02/13,1000.0,3,166,Mumbai,No
E05133,thirty,9999999,Human Resource,1,2018,2.0,60,38,,No,32/01/2020,5000.0,1,141,Chennai,Yes
E05134,55,195673,Information Technology,ten,2012,1.0,120,39,5.0,Yes,February 04 2022,,2,110,,No
E05135,thirty,₹50998,HR,ten,2020,5.0,45,38,2.0,No,April 08 2021,,1,122,,Yes
E05136,54,82k,Sales,ten,2020,,45,57,,No,32/01/2020,5000.0,4,90,Bangalore,Yes
E05137,thirty,₹140511,Information Technology,58,2024,5.0,50,53,7.0,No,2022/02/07,,2,154,Delhi,No
E05138,,9999999,,11,2015,1.0,60,54,4.0,No,32/01/2020,0.0,1,179,Pune,No
E05139,thirty,131523,Information Technology,ten,2017,,45,19,4.0,No,,8000.0,3,191,Pune,No
E05140,38,131742,HR,,2024,3.0,10,35,8.0,No,,,1,196,Kolkata,Yes
E05141,-6,127530,Operations,,2022,,10,37,4.0,No,,1000.0,5,190,Bangalore,Yes
E05142,103,9999999,HR,ten,2016,,120,5,4.0,No,,2000.0,5,79,Bangalore,Yes
E05143,9,₹68300,it,,2023,,10,77,,No,32/01/2020,5000.0,2,189,Pune,No
E05144,4,9999999,IT,34,2012,2.0,40,85,6.0,No,2018/11/18,,5,74,Delhi,Yes
E05145,thirty,-19131,IT,ten,2011,,120,99,5.0,No,17-10-2020,,1,65,Mumbai,No
