age,salary,experience,city,education,purchased
19.0,16522.0,2.0,Chennai,,1
21.0,71877.0,6.0,Bangalore,PostGraduate,1
,42722.0,16.0,Mumbai,PostGraduate,0
45.0,68887.0,3.0,Kolkata,,1
45.0,53223.0,25.0,Bangalore,PostGraduate,0
42.0,56799.0,12.0,Delhi,Graduate,0
43.0,56818.0,17.0,Chennai,Graduate,1
62.0,43623.0,2.0,Kolkata,PostGraduate,0
,40302.0,5.0,,,1
19.0,44583.0,2.0,Bangalore,PostGraduate,0
59.0,27921.0,13.0,Mumbai,Graduate,1
51.0,42789.0,26.0,Delhi,School,0
47.0,39548.0,21.0,Mumbai,Graduate,1
38.0,27561.0,7.0,Bangalore,School,0
61.0,,26.0,Bangalore,Graduate,1
54.0,50116.0,27.0,Kolkata,PostGraduate,0
61.0,,1.0,Delhi,PostGraduate,1
40.0,60462.0,26.0,,PostGraduate,0
50.0,46432.0,21.0,Bangalore,School,1
19.0,35919.0,1.0,Mumbai,Graduate,0
44.0,54559.0,13.0,,Graduate,0
65.0,6167.0,26.0,Mumbai,PostGraduate,1
39.0,48379.0,6.0,Delhi,,0
51.0,61478.0,11.0,Delhi,,1
33.0,65704.0,7.0,Mumbai,PostGraduate,1
37.0,42058.0,8.0,Chennai,School,0
43.0,16379.0,21.0,Mumbai,Graduate,1
33.0,10501.0,17.0,Delhi,,1
23.0,59571.0,6.0,Delhi,School,1
62.0,44690.0,27.0,Chennai,PostGraduate,1
61.0,80259.0,5.0,Delhi,Graduate,1
40.0,28833.0,29.0,Chennai,PostGraduate,0
59.0,55135.0,1.0,Bangalore,,1
54.0,74935.0,5.0,Chennai,PostGraduate,1
25.0,53097.0,26.0,Mumbai,School,0
,26121.0,14.0,Delhi,School,0
54.0,91589.0,28.0,Kolkata,PostGraduate,0
69.0,,20.0,Bangalore,School,1
39.0,46591.0,24.0,Mumbai,PostGraduate,1
23.0,62284.0,16.0,Kolkata,School,0
49.0,62445.0,3.0,Bangalore,School,0
,59627.0,4.0,,Graduate,1
55.0,29274.0,22.0,Bangalore,Graduate,1
34.0,54862.0,12.0,Delhi,PostGraduate,0
,71911.0,28.0,Chennai,Graduate,1
40.0,57568.0,25.0,Kolkata,PostGraduate,0
66.0,55957.0,12.0,Kolkata,School,0
66.0,41948.0,26.0,Kolkata,Graduate,0
30.0,36440.0,12.0,Mumbai,Graduate,1
49.0,26412.0,25.0,Chennai,School,1
39.0,61362.0,23.0,Bangalore,Graduate,0
24.0,46687.0,18.0,Mumbai,PostGraduate,0
39.0,29879.0,29.0,Mumbai,School,0
,,6.0,Kolkata,PostGraduate,1
23.0,41196.0,22.0,Mumbai,Graduate,1
31.0,37132.0,29.0,Mumbai,Graduate,1
33.0,42556.0,4.0,Kolkata,School,1
,47104.0,19.0,Kolkata,School,1
26.0,56870.0,29.0,Delhi,PostGraduate,1
64.0,36870.0,10.0,,School,1
38.0,65156.0,9.0,Mumbai,School,1
67.0,57263.0,25.0,Mumbai,,1
47.0,42280.0,8.0,Bangalore,PostGraduate,0
47.0,47603.0,21.0,Delhi,School,1
59.0,43661.0,0.0,Chennai,School,1
,50988.0,20.0,Delhi,Graduate,1
49.0,72798.0,14.0,Delhi,PostGraduate,1
40.0,43506.0,,Chennai,School,1
20.0,52842.0,21.0,Kolkata,Graduate,0
18.0,39521.0,25.0,Bangalore,Graduate,1
20.0,57979.0,12.0,Delhi,PostGraduate,0
54.0,54146.0,4.0,,Graduate,0
24.0,69944.0,13.0,Chennai,Graduate,1
20.0,37562.0,21.0,Bangalore,School,1
53.0,60359.0,22.0,Mumbai,School,1
66.0,68961.0,3.0,Chennai,PostGraduate,0
20.0,43436.0,8.0,Kolkata,Graduate,1
21.0,,7.0,Delhi,Graduate,0
48.0,52861.0,7.0,Mumbai,,1
19.0,46451.0,8.0,Delhi,School,1
31.0,52660.0,2.0,Delhi,PostGraduate,1
54.0,60102.0,26.0,Mumbai,School,1
48.0,48290.0,8.0,Kolkata,,1
,48173.0,28.0,,PostGraduate,1
48.0,54000.0,1.0,Chennai,PostGraduate,1
64.0,44012.0,28.0,Kolkata,PostGraduate,1
,44754.0,14.0,Kolkata,School,0
39.0,36517.0,9.0,Kolkata,School,0
27.0,49368.0,12.0,,School,1
69.0,56716.0,0.0,,School,1
47.0,45963.0,7.0,Mumbai,,0
50.0,38397.0,13.0,Bangalore,Graduate,1
36.0,,15.0,Mumbai,PostGraduate,1
,55956.0,23.0,Delhi,PostGraduate,0
42.0,51920.0,25.0,Bangalore,PostGraduate,0
63.0,83443.0,22.0,Mumbai,School,0
18.0,40154.0,0.0,Kolkata,Graduate,1
49.0,47745.0,7.0,Mumbai,PostGraduate,0
42.0,61689.0,27.0,Chennai,Graduate,0
58.0,39580.0,,Chennai,School,0
34.0,78923.0,0.0,Chennai,School,0
31.0,50069.0,,Delhi,School,0
62.0,58417.0,0.0,Bangalore,School,0
30.0,50285.0,0.0,Mumbai,PostGraduate,0
55.0,65280.0,26.0,Bangalore,PostGraduate,0
56.0,34057.0,3.0,Kolkata,Graduate,0
19.0,73578.0,4.0,Delhi,Graduate,1
,53476.0,23.0,Chennai,Graduate,1
49.0,59877.0,11.0,,PostGraduate,0
57.0,38924.0,23.0,Kolkata,School,1
23.0,55059.0,5.0,Mumbai,School,1
42.0,35480.0,6.0,Chennai,School,1
20.0,67635.0,0.0,,Graduate,0
35.0,30653.0,28.0,,PostGraduate,1
67.0,52313.0,23.0,,School,0
55.0,44174.0,12.0,Kolkata,Graduate,1
60.0,26561.0,27.0,Delhi,Graduate,1
,35970.0,14.0,Bangalore,Graduate,1
65.0,56744.0,21.0,Delhi,School,1
,36552.0,11.0,Delhi,School,1
41.0,39962.0,16.0,Kolkata,,1
51.0,55600.0,25.0,Chennai,PostGraduate,0
64.0,,12.0,Mumbai,PostGraduate,0
65.0,59912.0,20.0,Delhi,PostGraduate,0
56.0,49301.0,8.0,Mumbai,School,0
65.0,53265.0,12.0,Kolkata,PostGraduate,0
41.0,51781.0,,Mumbai,School,1
53.0,34455.0,25.0,Bangalore,PostGraduate,0
45.0,,18.0,Mumbai,Graduate,0
65.0,34321.0,27.0,Kolkata,PostGraduate,0
66.0,59214.0,,Mumbai,,0
51.0,52027.0,17.0,Bangalore,PostGraduate,0
,17537.0,9.0,Delhi,PostGraduate,1
53.0,64687.0,9.0,Bangalore,School,1
24.0,42170.0,,Delhi,,0
35.0,40928.0,14.0,Bangalore,PostGraduate,0
,64339.0,8.0,,PostGraduate,1
67.0,,4.0,Bangalore,,0
45.0,58961.0,15.0,Kolkata,School,1
56.0,40200.0,18.0,,Graduate,0
51.0,62055.0,4.0,Bangalore,PostGraduate,1
68.0,52958.0,5.0,Mumbai,School,1
58.0,,8.0,,Graduate,0
46.0,47322.0,5.0,Chennai,Graduate,0
21.0,74447.0,14.0,Mumbai,PostGraduate,0
31.0,78057.0,17.0,Mumbai,PostGraduate,1
22.0,16944.0,4.0,Bangalore,Graduate,1
42.0,63895.0,27.0,,PostGraduate,0
56.0,33804.0,8.0,Chennai,PostGraduate,1
25.0,57645.0,9.0,Bangalore,PostGraduate,0
32.0,23335.0,10.0,Chennai,School,1
36.0,56049.0,15.0,Delhi,School,0
28.0,37456.0,12.0,Delhi,Graduate,0
37.0,43118.0,26.0,Kolkata,School,1
53.0,,16.0,Mumbai,PostGraduate,0
35.0,38982.0,7.0,Chennai,Graduate,0
31.0,39389.0,20.0,Bangalore,PostGraduate,1
55.0,44030.0,22.0,Delhi,School,0
42.0,47691.0,27.0,Bangalore,Graduate,0
33.0,54847.0,10.0,Chennai,PostGraduate,1
,77911.0,,Mumbai,,0
18.0,35797.0,3.0,Delhi,Graduate,1
57.0,51901.0,,,PostGraduate,1
18.0,61590.0,23.0,Chennai,Graduate,1
18.0,39367.0,27.0,Bangalore,School,1
,,,Mumbai,PostGraduate,0
38.0,21361.0,24.0,Delhi,Graduate,1
42.0,,12.0,,PostGraduate,1
,73102.0,25.0,Delhi,PostGraduate,1
27.0,59212.0,16.0,Chennai,School,0
67.0,61340.0,5.0,Delhi,Graduate,1
29.0,64721.0,12.0,Delhi,,1
45.0,41368.0,17.0,Mumbai,PostGraduate,0
66.0,84546.0,12.0,Bangalore,School,0
49.0,55032.0,29.0,Mumbai,Graduate,1
50.0,48908.0,9.0,Chennai,PostGraduate,0
,66650.0,,Kolkata,PostGraduate,1
,60009.0,28.0,Bangalore,Graduate,0
43.0,70026.0,2.0,Kolkata,School,1
59.0,70907.0,24.0,Delhi,Graduate,0
67.0,44701.0,22.0,Delhi,School,1
,52805.0,2.0,Kolkata,School,1
19.0,36362.0,9.0,Kolkata,School,0
52.0,25576.0,10.0,Bangalore,PostGraduate,1
51.0,62552.0,11.0,,PostGraduate,0
23.0,64356.0,20.0,Chennai,School,1
48.0,20266.0,21.0,Chennai,,1
40.0,39242.0,5.0,Mumbai,School,1
29.0,50841.0,,Mumbai,PostGraduate,0
68.0,52271.0,24.0,Delhi,Graduate,0
45.0,80675.0,0.0,Delhi,Graduate,0
32.0,40596.0,15.0,,School,0
36.0,47430.0,27.0,Mumbai,School,0
29.0,59748.0,1.0,,School,1
67.0,44747.0,10.0,Kolkata,School,1
65.0,42425.0,6.0,Chennai,School,0
19.0,41194.0,26.0,Chennai,School,1
28.0,53495.0,3.0,Mumbai,Graduate,0
61.0,47365.0,5.0,Mumbai,Graduate,1
54.0,60237.0,24.0,Kolkata,PostGraduate,0
55.0,55362.0,8.0,Mumbai,PostGraduate,0
42.0,6269.0,3.0,Chennai,Graduate,0
60.0,23727.0,6.0,Mumbai,School,1
38.0,42489.0,2.0,Chennai,PostGraduate,1
59.0,64700.0,18.0,Delhi,School,0
53.0,40225.0,19.0,Delhi,Graduate,0
,55619.0,20.0,Kolkata,PostGraduate,0
29.0,58977.0,28.0,Mumbai,PostGraduate,0
27.0,,24.0,,PostGraduate,0
63.0,41789.0,11.0,Chennai,PostGraduate,1
22.0,32779.0,1.0,Kolkata,Graduate,1
50.0,30317.0,16.0,Bangalore,Graduate,0
22.0,94564.0,10.0,Chennai,Graduate,0
33.0,56831.0,0.0,Bangalore,PostGraduate,1
54.0,77609.0,14.0,Delhi,PostGraduate,1
54.0,37503.0,0.0,Chennai,School,0
,68725.0,24.0,Chennai,Graduate,1
35.0,42848.0,6.0,Bangalore,PostGraduate,1
46.0,49566.0,1.0,Bangalore,Graduate,0
23.0,45705.0,11.0,Mumbai,School,0
35.0,36808.0,5.0,Mumbai,School,0
49.0,,5.0,Bangalore,School,0
59.0,49413.0,3.0,Bangalore,School,1
64.0,41194.0,0.0,Bangalore,PostGraduate,1
,,14.0,Bangalore,Graduate,0
28.0,37433.0,12.0,Kolkata,,0
43.0,60612.0,,Chennai,School,1
45.0,43101.0,12.0,Kolkata,School,0
44.0,74554.0,7.0,Chennai,Graduate,0
36.0,49241.0,16.0,Delhi,School,1
62.0,48467.0,16.0,Delhi,PostGraduate,1
44.0,74053.0,11.0,Bangalore,PostGraduate,0
37.0,42571.0,1.0,Mumbai,School,1
20.0,43896.0,6.0,Bangalore,PostGraduate,1
33.0,39485.0,7.0,Kolkata,Graduate,1
56.0,53067.0,10.0,Kolkata,,1
61.0,38972.0,13.0,,School,1
46.0,,14.0,Chennai,PostGraduate,0
32.0,49301.0,22.0,Kolkata,PostGraduate,1
47.0,62583.0,,Chennai,School,1
57.0,60893.0,0.0,Kolkata,PostGraduate,1
66.0,42313.0,24.0,Mumbai,School,1
18.0,38945.0,12.0,Mumbai,Graduate,1
46.0,45075.0,8.0,Bangalore,Graduate,0
47.0,50133.0,21.0,Delhi,Graduate,0
57.0,55010.0,0.0,,Graduate,0
63.0,56677.0,23.0,Kolkata,School,0
49.0,49521.0,20.0,Bangalore,School,1
27.0,39782.0,6.0,Chennai,PostGraduate,1
44.0,41201.0,10.0,Mumbai,PostGraduate,0
68.0,,24.0,Chennai,PostGraduate,0
25.0,40247.0,,Delhi,School,0
68.0,58404.0,5.0,Bangalore,Graduate,0
53.0,58894.0,14.0,Chennai,School,1
59.0,73009.0,20.0,Kolkata,,1
52.0,42787.0,1.0,Chennai,Graduate,1
53.0,,0.0,Mumbai,PostGraduate,0
65.0,15310.0,6.0,Bangalore,School,0
53.0,35854.0,18.0,Chennai,,0
42.0,35658.0,7.0,,,0
37.0,57585.0,2.0,Delhi,School,0
69.0,77111.0,11.0,Mumbai,,0
62.0,58711.0,13.0,Chennai,Graduate,1
34.0,64862.0,23.0,Mumbai,PostGraduate,1
40.0,196650.0,0.0,Bangalore,,0
,32030.0,12.0,Kolkata,School,1
65.0,46370.0,4.0,Delhi,PostGraduate,1
66.0,40644.0,14.0,Delhi,School,1
48.0,37084.0,,Mumbai,PostGraduate,1
23.0,,,,Graduate,0
52.0,32211.0,12.0,Kolkata,PostGraduate,1
69.0,62397.0,29.0,Mumbai,School,0
21.0,,15.0,Kolkata,PostGraduate,0
57.0,49321.0,3.0,Chennai,School,0
37.0,51497.0,5.0,Delhi,PostGraduate,1
58.0,42999.0,20.0,Kolkata,School,1
18.0,68983.0,17.0,Bangalore,School,1
62.0,25913.0,1.0,Chennai,School,0
43.0,69250.0,11.0,Chennai,Graduate,1
51.0,44794.0,21.0,Mumbai,School,1
27.0,63811.0,18.0,Mumbai,Graduate,1
40.0,53019.0,11.0,Bangalore,Graduate,1
68.0,62757.0,5.0,Chennai,PostGraduate,0
66.0,48224.0,14.0,Mumbai,School,0
41.0,53577.0,16.0,Kolkata,School,0
30.0,66469.0,,Delhi,PostGraduate,0
46.0,,10.0,Chennai,Graduate,1
63.0,69951.0,23.0,Bangalore,PostGraduate,1
44.0,55283.0,3.0,Kolkata,Graduate,0
48.0,39009.0,24.0,Chennai,PostGraduate,1
60.0,44678.0,18.0,Delhi,Graduate,0
,63322.0,8.0,Mumbai,Graduate,1
48.0,31403.0,10.0,Bangalore,Graduate,1
,61893.0,13.0,Delhi,PostGraduate,1
27.0,44513.0,2.0,Mumbai,School,1
41.0,30654.0,6.0,Delhi,School,0
50.0,265545.0,21.0,Chennai,PostGraduate,0
31.0,39497.0,23.0,,Graduate,0
52.0,41426.0,10.0,Mumbai,School,0
62.0,40614.0,0.0,Kolkata,,0
51.0,51723.0,8.0,Delhi,School,1
34.0,44151.0,22.0,Bangalore,Graduate,1
38.0,55864.0,8.0,Mumbai,,1
49.0,65186.0,26.0,Mumbai,Graduate,0
20.0,58125.0,16.0,Delhi,PostGraduate,0
32.0,77080.0,,Kolkata,Graduate,1
25.0,80770.0,21.0,Chennai,School,1
49.0,45646.0,13.0,Bangalore,School,1
55.0,32711.0,14.0,Mumbai,,1
43.0,45663.0,9.0,Mumbai,PostGraduate,0
47.0,,15.0,Kolkata,PostGraduate,0
26.0,,11.0,Bangalore,PostGraduate,1
49.0,,19.0,Delhi,School,0
28.0,,28.0,Mumbai,School,0
39.0,39783.0,26.0,Delhi,PostGraduate,1
51.0,44800.0,9.0,,Graduate,0
58.0,31784.0,28.0,Mumbai,School,0
35.0,28059.0,5.0,,Graduate,0
36.0,70414.0,18.0,Mumbai,PostGraduate,1
35.0,65993.0,22.0,Chennai,PostGraduate,1
54.0,44456.0,8.0,Delhi,PostGraduate,0
35.0,65951.0,,Delhi,School,0
29.0,,24.0,Chennai,PostGraduate,0
,47400.0,18.0,Delhi,PostGraduate,0
64.0,52614.0,6.0,Bangalore,PostGraduate,0
60.0,68991.0,8.0,Mumbai,School,0
44.0,52963.0,16.0,Kolkata,School,0
68.0,,26.0,Bangalore,Graduate,1
22.0,42951.0,17.0,Bangalore,Graduate,0
23.0,53959.0,7.0,Kolkata,School,1
30.0,68965.0,22.0,Delhi,Graduate,0
40.0,25752.0,22.0,Delhi,Graduate,1
59.0,,22.0,Kolkata,School,0
42.0,46850.0,12.0,Bangalore,PostGraduate,0
,28911.0,8.0,Mumbai,Graduate,0
21.0,45993.0,7.0,Bangalore,,0
69.0,69351.0,12.0,Mumbai,PostGraduate,0
49.0,42765.0,12.0,Mumbai,PostGraduate,0
61.0,54490.0,22.0,Delhi,School,0
32.0,25802.0,16.0,Mumbai,,1
43.0,22615.0,19.0,,PostGraduate,1
59.0,33849.0,4.0,Chennai,Graduate,1
28.0,65192.0,24.0,Bangalore,School,1
26.0,49238.0,,Bangalore,School,1
28.0,66495.0,10.0,Chennai,School,0
19.0,67372.0,27.0,Bangalore,School,0
62.0,38628.0,17.0,Delhi,PostGraduate,0
44.0,73505.0,26.0,Chennai,,1
43.0,41834.0,8.0,Kolkata,School,1
25.0,65005.0,2.0,Delhi,Graduate,1
38.0,64392.0,9.0,Bangalore,PostGraduate,0
38.0,50976.0,2.0,Chennai,Graduate,0
25.0,51000.0,29.0,Bangalore,Graduate,0
18.0,54807.0,4.0,Bangalore,School,1
55.0,,20.0,Bangalore,PostGraduate,1
30.0,44148.0,18.0,Bangalore,Graduate,1
26.0,42861.0,12.0,Kolkata,PostGraduate,0
45.0,44268.0,3.0,Mumbai,School,1
23.0,68273.0,24.0,Delhi,,1
64.0,26175.0,4.0,Kolkata,PostGraduate,1
40.0,212735.0,16.0,Bangalore,PostGraduate,1
65.0,45111.0,1.0,Chennai,School,0
53.0,46579.0,28.0,Bangalore,Graduate,0
34.0,54452.0,10.0,Chennai,School,1
26.0,29776.0,,Delhi,School,0
29.0,65380.0,29.0,Mumbai,PostGraduate,1
39.0,63304.0,2.0,Bangalore,School,1
68.0,60115.0,9.0,Mumbai,School,0
69.0,,25.0,Delhi,School,0
29.0,38925.0,29.0,Kolkata,PostGraduate,0
23.0,45122.0,0.0,,PostGraduate,0
61.0,50913.0,6.0,Kolkata,Graduate,0
26.0,59993.0,12.0,Delhi,Graduate,0
69.0,48780.0,5.0,Kolkata,Graduate,0
54.0,55407.0,,Kolkata,School,1
20.0,43491.0,28.0,Chennai,,0
,54295.0,,Chennai,PostGraduate,0
25.0,46262.0,22.0,Chennai,Graduate,1
27.0,54019.0,18.0,Bangalore,Graduate,1
,23496.0,7.0,Delhi,School,1
58.0,57307.0,27.0,Chennai,PostGraduate,1
59.0,58100.0,16.0,Delhi,,1
60.0,57934.0,23.0,Delhi,PostGraduate,0
26.0,35188.0,1.0,Delhi,Graduate,1
31.0,,5.0,Delhi,Graduate,0
54.0,36971.0,29.0,Chennai,Graduate,1
44.0,54950.0,11.0,Kolkata,Graduate,1
58.0,59873.0,21.0,Delhi,PostGraduate,1
49.0,39552.0,0.0,Bangalore,School,1
21.0,69734.0,,Bangalore,School,1
19.0,69536.0,23.0,Bangalore,School,0
68.0,52069.0,21.0,,Graduate,1
50.0,55563.0,6.0,Kolkata,PostGraduate,0
38.0,24807.0,28.0,Delhi,Graduate,1
18.0,42064.0,1.0,Delhi,School,1
61.0,31215.0,28.0,Chennai,School,1
28.0,36350.0,,Kolkata,Graduate,0
18.0,57718.0,3.0,Kolkata,Graduate,0
63.0,61341.0,17.0,Bangalore,,1
28.0,61968.0,13.0,Delhi,Graduate,1
24.0,53625.0,20.0,Kolkata,PostGraduate,1
19.0,57851.0,16.0,Kolkata,PostGraduate,0
32.0,,18.0,Bangalore,PostGraduate,0
25.0,30657.0,27.0,Delhi,School,1
69.0,46862.0,5.0,Bangalore,School,0
64.0,58962.0,3.0,Bangalore,School,0
,43291.0,15.0,Bangalore,,1
57.0,29588.0,9.0,Bangalore,Graduate,1
59.0,39624.0,10.0,Delhi,Graduate,1
68.0,35998.0,11.0,Chennai,PostGraduate,0
52.0,24133.0,3.0,Bangalore,PostGraduate,0
69.0,83366.0,15.0,,School,1
63.0,68493.0,14.0,Delhi,Graduate,1
58.0,20365.0,8.0,Kolkata,School,1
58.0,21169.0,,Kolkata,Graduate,1
38.0,37910.0,3.0,Chennai,School,1
,27660.0,18.0,Mumbai,School,0
25.0,85739.0,1.0,Delhi,School,1
60.0,37965.0,23.0,Chennai,Graduate,1
,55423.0,10.0,Kolkata,PostGraduate,1
,42413.0,2.0,Chennai,PostGraduate,0
61.0,32492.0,27.0,Delhi,Graduate,1
27.0,,27.0,Chennai,School,0
40.0,59822.0,10.0,Kolkata,Graduate,1
21.0,49106.0,,Kolkata,Graduate,0
65.0,,1.0,Bangalore,Graduate,1
69.0,53526.0,14.0,Chennai,Graduate,0
55.0,43153.0,28.0,Mumbai,Graduate,0
47.0,78729.0,7.0,Mumbai,PostGraduate,0
58.0,56058.0,8.0,Kolkata,PostGraduate,0
40.0,74419.0,4.0,Chennai,Graduate,1
22.0,49414.0,8.0,Delhi,PostGraduate,1
38.0,4783.0,0.0,Mumbai,School,0
23.0,26619.0,23.0,Mumbai,PostGraduate,1
66.0,66241.0,17.0,Bangalore,School,0
34.0,41164.0,9.0,Mumbai,Graduate,1
42.0,53800.0,,Bangalore,PostGraduate,0
41.0,67008.0,16.0,Chennai,Graduate,1
39.0,52692.0,13.0,Kolkata,PostGraduate,1
,,,Kolkata,School,0
34.0,49834.0,,Chennai,Graduate,0
31.0,51604.0,8.0,Kolkata,PostGraduate,1
51.0,43878.0,9.0,Kolkata,PostGraduate,1
43.0,29225.0,2.0,Chennai,PostGraduate,1
36.0,44668.0,16.0,Delhi,Graduate,1
43.0,48608.0,10.0,Mumbai,Graduate,1
20.0,28352.0,23.0,Bangalore,PostGraduate,0
19.0,36229.0,3.0,Kolkata,PostGraduate,0
45.0,39247.0,0.0,Chennai,Graduate,0
,22095.0,24.0,Delhi,PostGraduate,0
39.0,51924.0,17.0,Delhi,PostGraduate,0
24.0,53554.0,26.0,Mumbai,Graduate,0
21.0,41835.0,14.0,Chennai,School,1
66.0,29471.0,10.0,Kolkata,Graduate,1
55.0,56105.0,16.0,Bangalore,Graduate,0
56.0,58191.0,16.0,Chennai,Graduate,1
37.0,51479.0,17.0,Bangalore,School,0
23.0,50623.0,,Chennai,PostGraduate,1
26.0,58909.0,24.0,Mumbai,PostGraduate,1
69.0,48568.0,7.0,Mumbai,PostGraduate,0
48.0,36234.0,3.0,Kolkata,School,0
43.0,,17.0,Bangalore,Graduate,1
,44119.0,10.0,Kolkata,Graduate,1
43.0,48945.0,8.0,,PostGraduate,1
,63264.0,7.0,Delhi,PostGraduate,1
22.0,31969.0,11.0,Chennai,PostGraduate,1
68.0,52662.0,,Kolkata,Graduate,1
27.0,31211.0,4.0,Mumbai,School,1
35.0,36227.0,9.0,Kolkata,PostGraduate,1
32.0,73608.0,14.0,Mumbai,Graduate,1
50.0,56860.0,25.0,Chennai,PostGraduate,0
,52414.0,25.0,Delhi,PostGraduate,1
54.0,25123.0,10.0,Kolkata,School,1
57.0,46464.0,1.0,Kolkata,School,1
39.0,18908.0,9.0,Kolkata,PostGraduate,0
39.0,50559.0,2.0,Chennai,School,0
39.0,31296.0,,Kolkata,PostGraduate,0
69.0,58368.0,11.0,Mumbai,School,0
,52420.0,28.0,Chennai,Graduate,1
34.0,158795.0,14.0,Mumbai,School,1
68.0,55724.0,28.0,Delhi,School,0
62.0,81401.0,14.0,Delhi,Graduate,0
45.0,46959.0,23.0,Chennai,Graduate,1
39.0,63205.0,6.0,Mumbai,Graduate,0
38.0,18455.0,29.0,Delhi,PostGraduate,0
,57015.0,24.0,Delhi,School,0
34.0,41461.0,22.0,Kolkata,School,1
22.0,45965.0,14.0,Delhi,School,0
35.0,58927.0,12.0,Kolkata,PostGraduate,1
34.0,46348.0,9.0,Bangalore,PostGraduate,0
21.0,25738.0,18.0,Kolkata,PostGraduate,1
24.0,72908.0,16.0,Bangalore,Graduate,0
,28247.0,14.0,Kolkata,PostGraduate,1
,37407.0,2.0,Delhi,PostGraduate,1
57.0,,17.0,Chennai,Graduate,1
57.0,52062.0,,Delhi,School,0
60.0,56420.0,4.0,Kolkata,PostGraduate,1
26.0,51999.0,9.0,,School,0
36.0,67226.0,26.0,Mumbai,PostGraduate,0
,57354.0,8.0,Bangalore,PostGraduate,1
26.0,32214.0,,Bangalore,School,1
40.0,11029.0,23.0,Mumbai,PostGraduate,0
48.0,52266.0,,,Graduate,0
49.0,71992.0,1.0,Bangalore,PostGraduate,0
69.0,31214.0,28.0,Delhi,PostGraduate,1
48.0,34251.0,9.0,Chennai,Graduate,0
34.0,55323.0,27.0,Bangalore,PostGraduate,1
65.0,57245.0,21.0,Mumbai,PostGraduate,1
56.0,66834.0,,Chennai,School,1
39.0,74617.0,13.0,Bangalore,School,1
52.0,53541.0,20.0,,PostGraduate,1
47.0,36099.0,19.0,Mumbai,School,1
68.0,,23.0,Bangalore,PostGraduate,0
57.0,41846.0,29.0,Delhi,PostGraduate,1
54.0,65468.0,,Chennai,School,0
43.0,42499.0,7.0,Kolkata,PostGraduate,1
23.0,64424.0,4.0,Chennai,School,1
51.0,27127.0,21.0,Kolkata,PostGraduate,0
49.0,54307.0,18.0,Chennai,School,0
42.0,,,Delhi,,0
68.0,57832.0,18.0,Mumbai,,1
30.0,46156.0,23.0,,School,0
55.0,61963.0,,Chennai,Graduate,1
55.0,43476.0,8.0,Chennai,PostGraduate,1
19.0,49610.0,10.0,Chennai,PostGraduate,0
22.0,62121.0,4.0,,Graduate,0
28.0,48472.0,8.0,Chennai,School,1
,50875.0,7.0,Bangalore,,1
41.0,61407.0,26.0,,School,1
,48849.0,23.0,,PostGraduate,1
62.0,26228.0,10.0,Chennai,Graduate,1
47.0,41434.0,17.0,Kolkata,Graduate,1
57.0,21148.0,7.0,Kolkata,PostGraduate,1
64.0,46251.0,20.0,Mumbai,Graduate,0
61.0,57070.0,12.0,Kolkata,,0
,51869.0,10.0,Chennai,PostGraduate,1
38.0,70920.0,5.0,Chennai,PostGraduate,0
22.0,69240.0,24.0,Delhi,School,1
55.0,53851.0,15.0,Kolkata,PostGraduate,0
19.0,14117.0,17.0,Mumbai,PostGraduate,0
57.0,60070.0,9.0,Chennai,School,1
54.0,38424.0,29.0,Kolkata,PostGraduate,1
66.0,,16.0,Chennai,,0
51.0,54690.0,1.0,Chennai,School,1
28.0,59841.0,17.0,Mumbai,PostGraduate,1
53.0,57525.0,23.0,Delhi,PostGraduate,0
28.0,85853.0,10.0,Bangalore,,0
26.0,57818.0,22.0,Mumbai,Graduate,0
,30798.0,,Mumbai,,0
51.0,66070.0,1.0,Chennai,PostGraduate,1
64.0,43543.0,24.0,Delhi,Graduate,1
54.0,70178.0,17.0,Delhi,PostGraduate,0
49.0,73143.0,8.0,Bangalore,PostGraduate,0
29.0,59328.0,21.0,Delhi,PostGraduate,1
62.0,30835.0,15.0,Kolkata,School,1
49.0,43095.0,26.0,Bangalore,School,1
34.0,70111.0,16.0,Bangalore,PostGraduate,1
21.0,79985.0,9.0,Bangalore,PostGraduate,0
59.0,50929.0,21.0,Mumbai,PostGraduate,1
,45878.0,16.0,Bangalore,School,0
60.0,32298.0,26.0,Delhi,PostGraduate,0
65.0,32494.0,5.0,Kolkata,PostGraduate,0
60.0,53492.0,0.0,Delhi,PostGraduate,1
26.0,60511.0,12.0,Mumbai,School,0
51.0,27690.0,5.0,Bangalore,Graduate,0
56.0,62440.0,25.0,Delhi,Graduate,0
68.0,70584.0,18.0,Bangalore,Graduate,0
,59459.0,5.0,Mumbai,PostGraduate,1
,74793.0,18.0,Kolkata,PostGraduate,1
37.0,55332.0,11.0,Mumbai,Graduate,1
56.0,,28.0,Delhi,,1
40.0,55194.0,25.0,Mumbai,,0
58.0,70391.0,21.0,Delhi,Graduate,1
61.0,58065.0,10.0,Chennai,PostGraduate,0
52.0,42054.0,21.0,Delhi,School,1
40.0,56351.0,6.0,Bangalore,Graduate,1
65.0,56502.0,21.0,,Graduate,0
56.0,46815.0,5.0,Kolkata,PostGraduate,1
40.0,,29.0,Bangalore,PostGraduate,1
54.0,51372.0,14.0,,Graduate,1
40.0,60579.0,5.0,Chennai,Graduate,1
,57646.0,8.0,Bangalore,Graduate,1
45.0,39113.0,22.0,Kolkata,Graduate,1
