customer_id,age,monthly_income,spending_score,city_tier,owns_car,online_purchase_per_month
4447,24.0,49224.0,37.0,Tier2,0,3
4448,36.0,36909.0,57.0,Tier3,0,7
4449,41.0,52474.0,,Tier3,1,7
4450,53.0,66981.0,78.0,Tier2,0,4
4451,29.0,47478.0,84.0,Tier3,0,2
4452,29.0,52250.0,48.0,Tier2,0,3
4453,49.0,48592.0,76.0,Tier2,1,5
4454,39.0,62041.0,39.0,Tier2,1,4
4455,,39983.0,54.0,Tier1,1,3
4456,38.0,17053.0,56.0,Tier2,0,9
4457,21.0,57063.0,,Tier3,1,3
4458,19.0,64818.0,53.0,Tier2,0,3
4459,16.0,56696.0,50.0,Tier3,1,4
4460,43.0,40397.0,40.0,Tier3,1,1
4461,49.0,32975.0,77.0,Tier3,1,5
4462,57.0,57417.0,56.0,Tier1,0,6
4463,45.0,52122.0,64.0,Tier1,0,3
4464,49.0,48113.0,63.0,Tier1,1,1
4465,28.0,77337.0,61.0,Tier3,1,8
4466,21.0,35798.0,62.0,Tier1,0,6
4467,45.0,76626.0,54.0,Tier1,0,7
4468,40.0,50477.0,88.0,Tier1,0,3
4469,36.0,22466.0,75.0,Tier1,0,4
4470,40.0,47312.0,60.0,Tier1,1,8
4471,39.0,64392.0,51.0,Tier1,1,6
4472,50.0,44524.0,58.0,Tier1,0,5
4473,51.0,27878.0,68.0,Tier3,1,4
4474,42.0,47532.0,90.0,Tier2,0,7
4475,45.0,37142.0,33.0,Tier2,0,2
4476,41.0,57377.0,73.0,Tier2,0,13
4477,29.0,61601.0,83.0,Tier3,0,7
4478,44.0,34156.0,30.0,Tier3,1,9
4479,18.0,,56.0,Tier3,0,8
4480,48.0,61350.0,39.0,Tier1,1,3
4481,21.0,37117.0,69.0,Tier3,1,3
4482,38.0,33768.0,53.0,Tier1,1,4
4483,25.0,32320.0,57.0,Tier1,1,4
4484,42.0,55281.0,52.0,Tier1,1,4
4485,35.0,54637.0,74.0,Tier2,0,7
4486,16.0,39739.0,65.0,Tier2,0,1
4487,40.0,50076.0,65.0,Tier1,1,8
4488,28.0,72907.0,63.0,Tier3,0,4
4489,46.0,35389.0,71.0,Tier2,0,6
4490,35.0,20724.0,55.0,Tier1,0,5
4491,40.0,56826.0,94.0,Tier2,0,2
4492,24.0,48344.0,,Tier2,1,5
4493,28.0,39350.0,25.0,Tier1,1,7
4494,29.0,59781.0,24.0,Tier1,1,1
4495,45.0,62588.0,18.0,Tier3,0,6
4496,55.0,16876.0,73.0,Tier3,0,9
4497,25.0,40211.0,,Tier1,0,7
4498,48.0,84763.0,84.0,Tier2,1,4
4499,9.0,58751.0,39.0,Tier1,0,2
4500,21.0,60142.0,75.0,Tier2,0,4
4501,23.0,67593.0,61.0,Tier2,0,7
4502,19.0,50256.0,63.0,Tier1,0,4
4503,16.0,61950.0,73.0,Tier1,0,1
4504,40.0,60771.0,45.0,Tier1,1,5
4505,32.0,58086.0,112.0,Tier2,0,4
4506,40.0,45170.0,87.0,Tier3,0,4
4507,43.0,52581.0,49.0,Tier3,1,3
4508,,41175.0,38.0,Tier3,0,7
4509,43.0,50192.0,58.0,Tier3,0,3
4510,34.0,32473.0,64.0,Tier1,0,4
4511,21.0,38141.0,81.0,Tier2,1,5
4512,,45765.0,37.0,Tier1,0,8
4513,28.0,35844.0,66.0,Tier3,0,7
4514,24.0,42425.0,29.0,Tier3,0,6
4515,33.0,47541.0,69.0,Tier2,1,8
4516,24.0,56034.0,58.0,Tier2,1,5
4517,30.0,64239.0,99.0,Tier1,1,3
4518,,43043.0,29.0,Tier1,1,3
4519,39.0,70027.0,87.0,Tier3,0,1
4520,,64079.0,26.0,Tier3,1,6
4521,29.0,57561.0,33.0,Tier1,0,9
4522,48.0,52305.0,26.0,Tier1,0,5
4523,41.0,54787.0,65.0,Tier1,1,5
4524,60.0,67806.0,37.0,Tier3,1,4
4525,49.0,,33.0,Tier3,0,6
4526,49.0,70024.0,64.0,Tier2,1,5
4527,18.0,50620.0,69.0,Tier2,1,6
4528,44.0,58325.0,61.0,Tier2,0,4
4529,34.0,70153.0,57.0,Tier1,0,2
4530,28.0,40644.0,97.0,Tier3,0,1
4531,37.0,45224.0,63.0,Tier2,1,1
4532,46.0,50241.0,76.0,Tier1,1,5
4533,41.0,63494.0,63.0,Tier1,1,4
4534,24.0,63728.0,38.0,Tier2,1,6
4535,44.0,46537.0,71.0,Tier1,1,6
4536,27.0,27371.0,47.0,Tier2,1,4
4537,,,58.0,Tier3,0,5
4538,31.0,36225.0,66.0,Tier3,1,8
4539,32.0,27651.0,21.0,Tier2,1,3
4540,,,28.0,Tier2,1,4
4541,23.0,54896.0,78.0,Tier1,1,1
4542,58.0,70416.0,47.0,Tier2,0,7
4543,13.0,50583.0,48.0,Tier1,0,6
4544,28.0,53171.0,63.0,Tier3,0,5
4545,39.0,67743.0,52.0,Tier3,1,3
4546,42.0,26833.0,68.0,Tier1,0,9
4547,34.0,57803.0,59.0,Tier3,1,5
4548,34.0,,64.0,Tier2,1,6
4549,40.0,58491.0,46.0,Tier3,0,5
4550,32.0,42748.0,64.0,Tier2,1,9
4551,52.0,37731.0,82.0,Tier2,0,3
4552,45.0,52108.0,49.0,Tier2,0,7
4553,45.0,74738.0,78.0,Tier1,0,5
4554,23.0,62914.0,59.0,Tier1,1,6
4555,34.0,42385.0,75.0,Tier1,1,4
4556,31.0,29885.0,63.0,Tier1,1,8
4557,23.0,24769.0,59.0,Tier1,0,9
4558,39.0,69741.0,67.0,Tier2,0,4
4559,29.0,35674.0,,Tier2,1,4
4560,43.0,45117.0,65.0,Tier3,0,2
4561,22.0,69818.0,70.0,Tier1,1,6
4562,56.0,25791.0,,Tier3,0,5
4563,24.0,72384.0,91.0,Tier2,0,2
4564,38.0,46195.0,73.0,Tier2,0,4
4565,,32771.0,62.0,Tier2,1,4
4566,,46290.0,58.0,Tier2,0,3
4567,45.0,39161.0,80.0,Tier1,0,10
4568,20.0,56612.0,48.0,Tier3,0,5
4569,52.0,40278.0,24.0,Tier2,0,5
4570,35.0,21325.0,,Tier3,1,6
4571,28.0,46692.0,84.0,Tier3,0,2
4572,31.0,29652.0,92.0,Tier2,0,4
4573,45.0,53065.0,58.0,Tier2,0,0
4574,28.0,32193.0,61.0,Tier3,0,8
4575,26.0,42680.0,70.0,Tier3,0,5
4576,32.0,52739.0,55.0,Tier3,0,4
4577,21.0,46813.0,70.0,Tier3,1,5
4578,57.0,53756.0,58.0,Tier1,0,5
4579,28.0,60204.0,80.0,Tier3,1,2
4580,45.0,32631.0,74.0,Tier1,1,5
4581,,49034.0,76.0,Tier2,1,4
4582,23.0,57.0,56.0,Tier2,0,3
4583,35.0,,99.0,Tier1,1,2
4584,44.0,45488.0,70.0,Tier1,1,3
4585,33.0,35248.0,65.0,Tier3,0,3
4586,49.0,273680.0,45.0,Tier3,1,7
4587,47.0,67590.0,58.0,Tier2,0,4
4588,,42860.0,62.0,Tier2,0,3
4589,29.0,35828.0,44.0,Tier3,1,3
4590,22.0,52475.0,54.0,Tier1,1,5
4591,28.0,29966.0,57.0,Tier2,1,8
4592,37.0,40094.0,61.0,Tier2,1,5
4593,42.0,68336.0,25.0,Tier3,0,3
4594,9.0,50933.0,57.0,Tier1,0,4
4595,35.0,21808.0,52.0,Tier3,1,4
4596,37.0,23045.0,60.0,Tier1,1,9
4597,32.0,52431.0,81.0,Tier1,0,7
4598,50.0,62936.0,101.0,Tier1,0,2
4599,40.0,25736.0,74.0,Tier2,0,8
4600,51.0,,35.0,Tier2,1,6
4601,32.0,,53.0,Tier2,0,7
4602,46.0,78318.0,72.0,Tier1,0,5
4603,55.0,54968.0,70.0,Tier2,0,4
4604,51.0,57602.0,80.0,Tier3,0,5
4605,22.0,18002.0,58.0,Tier3,0,1
4606,32.0,81496.0,53.0,Tier2,1,6
4607,31.0,41368.0,95.0,Tier3,1,7
4608,41.0,35998.0,61.0,Tier2,0,12
4609,43.0,46172.0,,Tier1,1,10
4610,25.0,72675.0,90.0,Tier1,0,6
4611,36.0,83121.0,30.0,Tier1,1,2
4612,11.0,51881.0,-10.0,Tier2,0,4
4613,52.0,64971.0,75.0,Tier3,1,3
4614,29.0,50648.0,78.0,Tier3,0,2
4615,,34433.0,68.0,Tier1,0,2
4616,31.0,72151.0,34.0,Tier2,1,5
4617,49.0,40668.0,59.0,Tier2,1,5
4618,1.0,73033.0,54.0,Tier3,0,9
4619,35.0,,49.0,Tier1,1,6
4620,34.0,59211.0,88.0,Tier2,0,7
4621,,77435.0,39.0,Tier3,1,4
4622,56.0,83485.0,66.0,Tier3,1,4
4623,24.0,47371.0,84.0,Tier1,0,6
4624,44.0,37868.0,68.0,Tier1,1,5
4625,39.0,22036.0,85.0,Tier2,1,3
4626,50.0,83670.0,71.0,Tier3,1,10
4627,27.0,43405.0,69.0,Tier1,1,7
4628,26.0,67026.0,67.0,Tier3,1,3
4629,48.0,38881.0,72.0,Tier1,1,7
4630,40.0,73074.0,52.0,Tier2,0,4
4631,16.0,39498.0,34.0,Tier2,1,7
4632,29.0,32124.0,,Tier1,0,6
4633,40.0,46872.0,83.0,Tier1,0,13
4634,45.0,42023.0,65.0,Tier2,0,4
4635,27.0,58944.0,49.0,Tier3,1,10
4636,0.0,49229.0,29.0,Tier1,0,7
4637,41.0,59416.0,62.0,Tier2,0,2
4638,20.0,45635.0,33.0,Tier2,1,6
4639,11.0,40023.0,30.0,Tier2,0,5
4640,1.0,41247.0,60.0,Tier3,1,4
4641,45.0,80674.0,45.0,Tier2,0,3
4642,37.0,53378.0,67.0,Tier2,0,7
4643,32.0,20244.0,57.0,Tier2,0,5
4644,52.0,42197.0,48.0,Tier2,0,4
4645,,,26.0,Tier1,0,6
4646,54.0,77681.0,43.0,Tier3,0,1
4647,18.0,65430.0,44.0,Tier1,0,2
4648,35.0,36174.0,35.0,Tier2,1,3
4649,16.0,86275.0,53.0,Tier2,0,7
4650,,49533.0,37.0,Tier1,0,8
4651,32.0,68695.0,,Tier1,0,6
4652,43.0,32675.0,65.0,Tier1,0,8
4653,36.0,14028.0,43.0,Tier1,0,5
4654,42.0,28874.0,69.0,Tier3,0,2
4655,43.0,1245.0,33.0,Tier3,0,10
4656,61.0,81681.0,,Tier1,1,4
4657,31.0,53218.0,58.0,Tier1,1,5
4658,24.0,36130.0,74.0,Tier3,1,3
4659,38.0,56789.0,77.0,Tier1,0,8
4660,25.0,52840.0,92.0,Tier3,1,4
4661,53.0,59314.0,52.0,Tier1,1,6
4662,32.0,68143.0,57.0,Tier2,1,4
4663,28.0,45651.0,39.0,Tier2,0,4
4664,29.0,36802.0,35.0,Tier1,1,4
4665,44.0,62417.0,65.0,Tier1,1,6
4666,33.0,62035.0,44.0,Tier2,1,4
4667,27.0,51511.0,85.0,Tier1,1,3
4668,55.0,82663.0,31.0,Tier2,1,5
4669,25.0,43433.0,70.0,Tier1,0,3
4670,35.0,36502.0,40.0,Tier2,1,5
4671,43.0,56271.0,,Tier2,1,3
4672,15.0,39876.0,71.0,Tier2,1,5
4673,41.0,57433.0,46.0,Tier1,1,7
4674,22.0,37505.0,50.0,Tier2,0,5
4675,45.0,43996.0,44.0,Tier2,0,2
4676,23.0,78363.0,,Tier3,0,7
4677,43.0,43916.0,,Tier3,1,6
4678,48.0,38017.0,61.0,Tier1,0,2
4679,45.0,67560.0,56.0,Tier1,0,8
4680,38.0,34234.0,64.0,Tier1,0,9
4681,32.0,39606.0,48.0,Tier1,0,10
4682,28.0,58648.0,56.0,Tier1,1,7
4683,53.0,64076.0,68.0,Tier1,1,4
4684,27.0,68307.0,43.0,Tier1,0,6
4685,23.0,38792.0,82.0,Tier1,1,6
4686,43.0,,84.0,Tier1,1,5
4687,25.0,43008.0,72.0,Tier1,0,4
4688,24.0,40915.0,61.0,Tier1,0,7
4689,18.0,68048.0,0.0,Tier2,1,6
4690,29.0,41757.0,68.0,Tier1,0,3
4691,34.0,54173.0,52.0,Tier1,0,4
4692,38.0,52334.0,55.0,Tier1,1,5
4693,46.0,33939.0,22.0,Tier2,1,2
4694,41.0,64491.0,70.0,Tier3,0,4
4695,33.0,58404.0,31.0,Tier1,1,4
4696,33.0,20206.0,62.0,Tier2,0,4
4697,41.0,54161.0,78.0,Tier2,0,3
4698,50.0,38405.0,51.0,Tier2,0,2
4699,37.0,66456.0,84.0,Tier3,0,6
4700,29.0,,,Tier3,0,8
4701,23.0,44653.0,72.0,Tier1,1,6
4702,18.0,55430.0,34.0,Tier1,0,8
4703,43.0,,81.0,Tier2,1,2
4704,42.0,61444.0,,Tier3,1,7
4705,42.0,27224.0,69.0,Tier3,0,6
4706,33.0,74779.0,52.0,Tier1,0,6
4707,52.0,,32.0,Tier1,0,8
4708,29.0,70396.0,52.0,Tier3,1,4
4709,,63114.0,82.0,Tier2,1,4
4710,,49826.0,63.0,Tier2,0,4
4711,28.0,30737.0,29.0,Tier2,0,10
4712,42.0,41547.0,38.0,Tier1,1,3
4713,40.0,73843.0,85.0,Tier3,1,2
4714,,70782.0,,Tier3,1,8
4715,36.0,40706.0,35.0,Tier2,1,10
4716,35.0,7725.0,,Tier2,1,4
4717,64.0,46810.0,47.0,Tier2,0,4
4718,49.0,45684.0,,Tier1,1,7
4719,44.0,,57.0,Tier1,0,4
4720,36.0,57928.0,109.0,Tier1,1,7
4721,47.0,,28.0,Tier3,1,3
4722,41.0,64854.0,56.0,Tier1,0,3
4723,35.0,56686.0,86.0,Tier1,0,3
4724,31.0,22988.0,75.0,Tier2,0,5
4725,34.0,44882.0,,Tier1,0,5
4726,-3.0,84561.0,57.0,Tier1,1,6
4727,38.0,55613.0,37.0,Tier2,1,6
4728,29.0,55517.0,55.0,Tier2,0,2
4729,54.0,55392.0,65.0,Tier2,0,7
4730,35.0,56231.0,82.0,Tier2,1,4
4731,21.0,14253.0,48.0,Tier2,0,2
4732,34.0,46407.0,56.0,Tier2,1,7
4733,22.0,49432.0,41.0,Tier2,0,8
4734,41.0,69222.0,65.0,Tier1,1,6
4735,38.0,50715.0,76.0,Tier2,1,11
4736,46.0,25302.0,73.0,Tier1,1,7
4737,26.0,56451.0,37.0,Tier1,0,5
4738,35.0,37943.0,63.0,Tier1,1,10
4739,,31748.0,46.0,Tier1,1,3
4740,43.0,37488.0,80.0,Tier2,1,6
4741,41.0,58138.0,57.0,Tier2,0,4
4742,41.0,68881.0,30.0,Tier1,0,4
4743,35.0,57244.0,56.0,Tier3,1,6
4744,40.0,59480.0,69.0,Tier2,0,2
4745,,57096.0,65.0,Tier3,1,7
4746,32.0,51520.0,50.0,Tier2,1,9
4747,37.0,60454.0,48.0,Tier1,1,6
4748,22.0,13718.0,40.0,Tier3,0,7
4749,25.0,51666.0,52.0,Tier3,0,5
4750,36.0,34326.0,43.0,Tier2,0,3
4751,48.0,67444.0,,Tier1,0,5
4752,32.0,47793.0,42.0,Tier1,1,4
4753,32.0,50464.0,62.0,Tier3,0,6
4754,30.0,27424.0,61.0,Tier1,1,3
4755,29.0,65252.0,79.0,Tier2,0,5
4756,39.0,59410.0,82.0,Tier2,1,5
4757,17.0,58354.0,74.0,Tier1,0,5
4758,50.0,37805.0,67.0,Tier2,0,2
4759,27.0,38395.0,39.0,Tier2,1,1
4760,44.0,53354.0,39.0,Tier1,0,6
4761,20.0,39583.0,43.0,Tier2,0,5
4762,43.0,56523.0,75.0,Tier3,0,7
4763,43.0,17586.0,61.0,Tier2,0,2
4764,40.0,42687.0,77.0,Tier2,1,3
4765,23.0,76951.0,80.0,Tier2,1,3
4766,38.0,56592.0,45.0,Tier1,0,9
4767,21.0,52502.0,61.0,Tier3,1,7
4768,32.0,,,Tier2,0,6
4769,47.0,14961.0,53.0,Tier1,0,5
4770,45.0,37770.0,49.0,Tier2,0,1
4771,35.0,43982.0,84.0,Tier2,1,3
4772,23.0,62875.0,61.0,Tier1,0,5
4773,43.0,63135.0,60.0,Tier3,1,10
4774,35.0,,44.0,Tier1,0,3
4775,7.0,64969.0,74.0,Tier2,1,5
4776,44.0,43950.0,40.0,Tier2,1,4
4777,35.0,68175.0,,Tier1,0,11
4778,49.0,34510.0,70.0,Tier3,1,3
4779,22.0,48150.0,52.0,Tier2,0,2
4780,-3.0,42647.0,66.0,Tier3,0,5
4781,38.0,65840.0,64.0,Tier2,0,3
4782,,,59.0,Tier3,0,6
4783,15.0,49363.0,60.0,Tier1,0,5
4784,23.0,57602.0,61.0,Tier2,0,2
4785,68.0,,,Tier3,0,8
4786,31.0,63304.0,61.0,Tier1,0,5
4787,,53167.0,38.0,Tier1,1,4
4788,27.0,43726.0,,Tier3,1,3
4789,10.0,44755.0,65.0,Tier3,0,1
4790,33.0,50385.0,62.0,Tier3,1,2
4791,32.0,53744.0,79.0,Tier2,1,3
4792,30.0,47792.0,72.0,Tier2,0,8
4793,34.0,50288.0,43.0,Tier1,0,7
4794,38.0,27241.0,57.0,Tier2,1,4
4795,,60010.0,54.0,Tier2,1,7
4796,20.0,52717.0,60.0,Tier1,1,7
4797,41.0,65028.0,60.0,Tier2,1,3
4798,12.0,50002.0,72.0,Tier2,1,6
4799,10.0,23924.0,64.0,Tier2,0,3
4800,44.0,44623.0,85.0,Tier2,1,5
4801,41.0,,65.0,Tier3,1,3
4802,34.0,,43.0,Tier1,0,2
4803,18.0,18946.0,51.0,Tier2,1,9
4804,27.0,50618.0,72.0,Tier2,1,4
4805,32.0,57705.0,28.0,Tier1,0,5
4806,16.0,40078.0,33.0,Tier1,0,7
4807,26.0,51119.0,60.0,Tier2,1,10
4808,43.0,40594.0,79.0,Tier2,1,1
4809,52.0,39056.0,86.0,Tier3,1,7
4810,30.0,43874.0,56.0,Tier2,0,5
4811,44.0,39340.0,81.0,Tier1,0,5
4812,12.0,60254.0,61.0,Tier2,0,10
4813,,38976.0,29.0,Tier3,1,4
4814,25.0,36456.0,60.0,Tier2,1,11
4815,39.0,76519.0,48.0,Tier3,1,3
4816,32.0,64411.0,78.0,Tier2,1,6
4817,51.0,22077.0,59.0,Tier1,0,1
4818,25.0,38528.0,34.0,Tier1,0,7
4819,43.0,53637.0,30.0,Tier2,1,4
4820,32.0,54856.0,60.0,Tier1,1,6
4821,33.0,27643.0,12.0,Tier2,0,7
4822,33.0,67378.0,50.0,Tier3,0,6
4823,25.0,62378.0,65.0,Tier2,1,2
4824,35.0,57229.0,39.0,Tier2,1,2
4825,34.0,70351.0,80.0,Tier2,0,2
4826,38.0,56784.0,84.0,Tier1,0,3
4827,36.0,56729.0,40.0,Tier2,1,3
4828,45.0,73365.0,54.0,Tier2,0,4
4829,46.0,,80.0,Tier2,1,2
4830,22.0,37377.0,60.0,Tier1,0,3
4831,45.0,59498.0,32.0,Tier3,1,4
4832,21.0,40036.0,,Tier2,1,5
4833,,57562.0,43.0,Tier1,0,4
4834,42.0,57149.0,82.0,Tier3,0,0
4835,12.0,29248.0,72.0,Tier3,1,0
4836,36.0,48172.0,54.0,Tier2,0,9
4837,29.0,53979.0,63.0,Tier2,0,6
4838,26.0,43456.0,34.0,Tier3,0,8
4839,51.0,54721.0,45.0,Tier3,0,3
4840,27.0,62088.0,91.0,Tier2,1,5
4841,25.0,49541.0,61.0,Tier2,1,6
4842,36.0,53369.0,79.0,Tier1,0,7
4843,43.0,70751.0,65.0,Tier1,1,2
4844,33.0,57098.0,86.0,Tier1,0,2
4845,49.0,,20.0,Tier1,0,8
4846,41.0,178145.0,56.0,Tier2,0,4
4847,9.0,60065.0,93.0,Tier1,1,3
4848,29.0,54952.0,79.0,Tier3,1,4
4849,28.0,69256.0,87.0,Tier2,0,1
4850,41.0,50703.0,60.0,Tier1,0,4
4851,4.0,22756.0,49.0,Tier1,0,6
4852,66.0,24498.0,39.0,Tier2,1,8
4853,41.0,61035.0,38.0,Tier1,1,3
4854,37.0,41447.0,76.0,Tier2,0,5
4855,49.0,56552.0,70.0,Tier2,1,9
4856,63.0,51713.0,59.0,Tier2,1,2
4857,45.0,47497.0,70.0,Tier2,1,4
4858,46.0,48555.0,63.0,Tier2,0,7
4859,37.0,37019.0,79.0,Tier3,0,6
4860,33.0,49763.0,79.0,Tier1,1,5
4861,29.0,41233.0,39.0,Tier3,1,6
4862,25.0,44416.0,65.0,Tier2,0,5
4863,27.0,45145.0,27.0,Tier2,0,7
4864,19.0,46600.0,63.0,Tier2,0,4
4865,34.0,63833.0,72.0,Tier2,0,7
4866,15.0,48053.0,34.0,Tier3,0,3
4867,37.0,65356.0,52.0,Tier1,0,5
4868,35.0,73068.0,60.0,Tier2,0,1
4869,37.0,62824.0,65.0,Tier1,0,3
4870,29.0,58017.0,54.0,Tier1,1,7
4871,,54902.0,37.0,Tier2,0,5
4872,51.0,62980.0,59.0,Tier1,1,5
4873,20.0,51340.0,27.0,Tier3,0,7
4874,,64769.0,55.0,Tier2,0,3
4875,28.0,59212.0,51.0,Tier2,0,5
4876,23.0,44602.0,57.0,Tier1,1,7
4877,19.0,63438.0,49.0,Tier1,1,5
4878,,51372.0,30.0,Tier3,0,3
4879,27.0,48408.0,53.0,Tier2,0,1
4880,47.0,42857.0,79.0,Tier1,0,1
4881,47.0,52490.0,85.0,Tier1,1,4
4882,51.0,64947.0,109.0,Tier1,0,5
4883,25.0,63334.0,94.0,Tier1,1,6
4884,41.0,55301.0,36.0,Tier3,1,6
4885,43.0,58995.0,52.0,Tier2,1,3
4886,29.0,69075.0,60.0,Tier2,1,3
4887,26.0,47751.0,58.0,Tier3,1,7
4888,,33269.0,61.0,Tier1,1,5
4889,38.0,69517.0,108.0,Tier2,1,5
4890,43.0,42053.0,38.0,Tier2,0,3
4891,25.0,39645.0,46.0,Tier1,0,3
4892,20.0,23057.0,,Tier1,0,5
4893,28.0,58569.0,48.0,Tier2,1,2
4894,34.0,25678.0,68.0,Tier1,1,3
4895,22.0,38746.0,81.0,Tier2,0,4
4896,35.0,58824.0,70.0,Tier2,1,5
4897,,60829.0,64.0,Tier1,0,2
4898,22.0,40224.0,79.0,Tier1,0,6
4899,43.0,47988.0,42.0,Tier1,0,4
4900,42.0,36911.0,50.0,Tier2,0,11
4901,30.0,41774.0,71.0,Tier1,0,2
4902,23.0,53993.0,19.0,Tier3,1,6
4903,23.0,42475.0,88.0,Tier3,1,4
4904,31.0,46337.0,66.0,Tier1,0,8
4905,43.0,,63.0,Tier3,0,5
4906,46.0,66994.0,27.0,Tier2,1,7
4907,29.0,57651.0,34.0,Tier1,1,2
4908,21.0,61894.0,52.0,Tier2,1,4
4909,38.0,69356.0,76.0,Tier2,0,4
4910,25.0,37622.0,18.0,Tier1,0,5
4911,29.0,44624.0,76.0,Tier1,0,7
4912,51.0,21577.0,53.0,Tier1,0,3
4913,45.0,97106.0,56.0,Tier1,1,6
4914,37.0,47756.0,65.0,Tier1,0,5
4915,20.0,65581.0,65.0,Tier2,1,6
4916,38.0,31428.0,46.0,Tier1,1,3
4917,48.0,64946.0,72.0,Tier1,0,6
4918,30.0,77864.0,14.0,Tier1,1,5
4919,51.0,49096.0,51.0,Tier3,0,4
4920,51.0,34837.0,63.0,Tier1,1,5
4921,55.0,47918.0,53.0,Tier2,1,8
4922,39.0,16599.0,23.0,Tier2,0,3
4923,42.0,49432.0,75.0,Tier3,1,5
4924,52.0,,35.0,Tier2,0,3
4925,40.0,49464.0,59.0,Tier1,0,7
4926,29.0,45738.0,63.0,Tier1,1,7
4927,30.0,57914.0,60.0,Tier1,0,5
4928,38.0,59060.0,83.0,Tier2,0,2
4929,20.0,25101.0,59.0,Tier1,0,5
4930,33.0,51332.0,69.0,Tier1,0,3
4931,48.0,86540.0,59.0,Tier2,1,3
4932,9.0,29975.0,,Tier1,1,6
4933,53.0,48719.0,88.0,Tier2,0,1
4934,48.0,79126.0,63.0,Tier1,0,6
4935,29.0,66563.0,76.0,Tier3,0,6
4936,42.0,42299.0,89.0,Tier3,0,6
4937,35.0,53092.0,87.0,Tier3,0,8
4938,50.0,49968.0,52.0,Tier3,1,7
4939,47.0,,81.0,Tier1,1,6
4940,,48886.0,65.0,Tier3,1,3
4941,42.0,45801.0,82.0,Tier1,0,6
4942,33.0,51691.0,71.0,Tier2,0,4
4943,36.0,38774.0,66.0,Tier1,0,5
4944,26.0,30851.0,69.0,Tier1,0,4
4945,56.0,49381.0,65.0,Tier3,1,6
4946,47.0,378635.0,66.0,Tier1,0,3
4947,26.0,51233.0,57.0,Tier3,0,3
4948,19.0,,55.0,Tier2,0,4
4949,,61311.0,95.0,Tier1,1,6
4950,40.0,47625.0,70.0,Tier2,0,4
4951,38.0,78020.0,49.0,Tier1,1,5
4952,50.0,49941.0,54.0,Tier3,0,9
4953,44.0,,81.0,Tier3,1,6
4954,47.0,38681.0,45.0,Tier2,0,5
4955,39.0,57546.0,30.0,Tier3,1,6
4956,18.0,54126.0,32.0,Tier1,1,3
4957,33.0,49152.0,25.0,Tier1,0,7
4958,48.0,42474.0,34.0,Tier1,0,5
4959,34.0,40430.0,36.0,Tier2,0,6
4960,41.0,54235.0,88.0,Tier1,1,2
4961,31.0,59434.0,59.0,Tier2,1,2
4962,23.0,48093.0,53.0,Tier2,1,2
4963,34.0,54309.0,31.0,Tier1,1,6
4964,39.0,49431.0,57.0,Tier1,0,8
4965,27.0,51478.0,25.0,Tier1,1,6
4966,32.0,46993.0,53.0,Tier3,0,3
4967,24.0,50270.0,101.0,Tier1,0,7
4968,48.0,90471.0,73.0,Tier1,0,6
4969,31.0,54675.0,56.0,Tier3,1,5
4970,52.0,59679.0,74.0,Tier1,1,4
4971,53.0,56570.0,50.0,Tier2,1,9
4972,34.0,46058.0,44.0,Tier2,0,4
4973,23.0,69410.0,94.0,Tier2,0,7
4974,10.0,45633.0,37.0,Tier2,0,7
4975,17.0,65826.0,53.0,Tier1,0,7
4976,19.0,44987.0,66.0,Tier1,1,2
4977,,35600.0,41.0,Tier2,0,6
4978,36.0,55481.0,73.0,Tier1,0,2
4979,40.0,33430.0,54.0,Tier3,1,3
4980,8.0,58035.0,73.0,Tier1,0,3
4981,21.0,32088.0,72.0,Tier2,1,3
4982,46.0,45215.0,55.0,Tier1,1,5
4983,38.0,28524.0,94.0,Tier3,1,6
4984,33.0,92363.0,47.0,Tier2,0,5
4985,42.0,25191.0,87.0,Tier2,0,4
4986,55.0,50147.0,83.0,Tier2,1,4
4987,32.0,67150.0,95.0,Tier1,0,5
4988,36.0,65546.0,63.0,Tier2,1,6
4989,37.0,62770.0,44.0,Tier1,0,6
4990,64.0,45242.0,102.0,Tier2,1,4
4991,10.0,70266.0,53.0,Tier1,0,6
4992,43.0,63701.0,44.0,Tier1,0,5
4993,34.0,53184.0,56.0,Tier1,1,5
4994,42.0,53609.0,40.0,Tier1,1,4
4995,27.0,45441.0,71.0,Tier1,1,4
4996,34.0,,48.0,Tier3,0,3
4997,44.0,68557.0,54.0,Tier2,1,6
4998,72.0,69683.0,79.0,Tier3,1,11
4999,45.0,36738.0,72.0,Tier1,0,5
5000,25.0,47693.0,60.0,Tier2,0,3
5001,30.0,239245.0,63.0,Tier2,0,7
5002,30.0,,60.0,Tier2,0,7
5003,13.0,50964.0,51.0,Tier2,1,3
5004,31.0,64203.0,60.0,Tier2,0,4
5005,44.0,38792.0,,Tier2,0,6
5006,20.0,186525.0,57.0,Tier3,0,7
5007,,68549.0,68.0,Tier2,0,2
5008,41.0,43060.0,43.0,Tier3,0,10
5009,26.0,,48.0,Tier3,0,4
5010,33.0,42723.0,45.0,Tier2,0,4
5011,54.0,45049.0,49.0,Tier1,1,2
5012,44.0,73324.0,86.0,Tier1,0,4
5013,,63872.0,75.0,Tier1,1,4
5014,32.0,67213.0,38.0,Tier1,0,5
5015,36.0,,69.0,Tier1,0,5
5016,29.0,64194.0,52.0,Tier1,1,5
5017,10.0,39679.0,46.0,Tier2,0,4
